"","name","address","lat","lon","zip","type"
"488","CVS ALBANY LLC","150 E 42ND ST, New York, NY",40.75115117,-73.97546768,10017,"Pharmacy"
"489","JUBILEE NEWS INC.","2659A BROADWAY, New York, NY",40.79792892,-73.96959327,10025,"Grocery"
"490","DISCOUNT DEPOT INC","1627 2ND AVE, New York, NY",40.77683323,-73.95256894,10028,"Grocery"
"491","78 COLUMBUS DELI INC","370A COLUMBUS AVENUE, New York, NY",40.78113895,-73.97614601,10024,"Grocery"
"492","SADIK AHMED ALSAYYOY","4133 BROADWAY, New York, NY",40.84596942,-73.93857063,10033,"Grocery"
"493","222 MARKET CORP","384 2ND AVENUE, New York, NY",40.73728334,-73.98125128,10010,"Grocery"
"494","DIAMOND NEWS INC","631 2ND AVE, New York, NY",40.74510277,-73.97572112,10016,"Grocery"
"495","MIDTOWN GROCERY & CANDY CORP","1045 1ST AVENUE, New York, NY",40.75840459,-73.96291632,10022,"Grocery"
"496","JBSR ASSOCIATES LLC","942 1ST AVENUE, New York, NY",40.75504767,-73.96519859,10022,"Grocery"
"497","UNIQUE NEWS INC","2218 BROADWAY, New York, NY",40.78375487,-73.97983387,10024,"Grocery"
"498","7TH AVE CONVENIENCE INC","200 7TH AVE, New York, NY",40.74346724,-73.99617291,10011,"Grocery"
"499","M & J FOOD DELI GROCERY INC","608 W 192ND ST, New York, NY",40.85617753,-73.92884083,10040,"Grocery"
"500","TIME SQUARE NEWS AND CONVENIENCE INC","362 WEST 42ND ST, New York, NY",40.75793013,-73.99162504,10036,"Grocery"
"501","MR SANDWICH DELI INC","1704 1712 AMSTERDAM AVENUE, New York, NY",40.82502764,-73.94782817,10031,"Grocery"
"502","N & N DELANCEY SMOKE SHOP INC","61 DELANCEY ST, New York, NY",40.71924231,-73.99099261,10002,"Grocery"
"503","RAYAN CONVENIENCE INC","304 W 14TH STREET, STORE #3, New York, NY",40.7397555,-74.0026917,10014,"Grocery"
"504","DON JUAN DELI & GROCERY INC","110 FORSYTH STREET, New York, NY",40.71884681,-73.99252938,10002,"Grocery"
"505","RAYIRA GROCERY DELI CORP","247 AUDUBON AVENUE, New York, NY",40.84634931,-73.93398348,10033,"Grocery"
"507","CVS ALBANY LLC","338 E 23RD ST, New York, NY",40.73743544,-73.97998866,10010,"Pharmacy"
"508","WEST STREET GOURMET INC.","21 WEST ST, New York, NY",40.70597029,-74.01604051,10006,"Grocery"
"509","JD AVENUE C FOOD CORP","42 AVENUE C, New York, NY",40.72190583,-73.98033803,10009,"Grocery"
"510","FERASS DELI CORP","831 6TH AVE, New York, NY",40.74656617,-73.99012784,10001,"Grocery"
"511","DUANE READE INC","1356 LEXINGTON AVE, New York, NY",40.78188586,-73.95389533,10128,"Pharmacy"
"512","DUANE READE INC","352 GREENWICH ST, New York, NY",40.71877677,-74.01040645,10013,"Pharmacy"
"513","DUANE READE INC","619 9TH AVE, New York, NY",40.75965225,-73.99180635,10036,"Pharmacy"
"514","PAUL SEVEN ELEVEN 2 INC","140 CHURCH STREET, New York, NY",40.71447109,-74.0083913,10007,"Grocery"
"515","TAWFIK SALEH MOHAMED","2285 1ST AVE, New York, NY",40.79699806,-73.93467704,10035,"Grocery"
"516","2037 MEAT & GROCERY INC","2037 2ND AVE, New York, NY",40.789644,-73.94321986,10029,"Grocery"
"517","CVS ALBANY LLC","272 8TH AVE, New York, NY",40.74572588,-73.99808602,10011,"Pharmacy"
"518","374 FOOD INCORPORATED","374 CANAL ST, New York, NY",40.72107712,-74.0043558,10013,"Grocery"
"519","WHOLE FOODS MARKET GROUP INC","270 GREENWICH ST, New York, NY",40.71505138,-74.01134837,10007,"Grocery"
"520","EL GALLO MEAT MARKET INC","538 W 138TH STREET, New York, NY",40.82171124,-73.95309302,10031,"Grocery"
"521","21 BERRY DELI INC","922 BROADWAY, New York, NY",40.73983111,-73.98951689,10010,"Grocery"
"522","POST FOOD CORP","317 9TH AVE, New York, NY",40.75032055,-73.99851396,10001,"Grocery"
"523","SHAAB DELI INC","2921 8TH AVE AKA FREDERICK DOU, New York, NY",40.82888617,-73.93755845,10039,"Grocery"
"524","THE NEW KING DELI GROCERY CORP","23 E 115TH STREET, New York, NY",40.79962312,-73.94599658,10029,"Grocery"
"525","TU CASA DELI GROCERY INC","29 E 104TH ST, New York, NY",40.7926606,-73.9507462,10029,"Grocery"
"526","DUANE READE INC","325 COLUMBUS AVE, New York, NY",40.77948287,-73.97719579,10023,"Pharmacy"
"527","DUANE READE INC","1352 1ST AVE, New York, NY",40.76806603,-73.95570875,10021,"Pharmacy"
"528","DUANE READE INC","459 BROADWAY, New York, NY",40.72077454,-74.00080087,10013,"Pharmacy"
"529","ROSANNA FOOD CORP","592 LENOX AVENUE, New York, NY",40.81711126,-73.93847589,10037,"Grocery"
"530","MELON 940 FARM INC","940 2ND AVENUE, New York, NY",40.75475596,-73.96851677,10022,"Grocery"
"531","BRANDKAT CORP","1428 AVENUE OF THE AMERICAS, New York, NY",40.7651018,-73.9763355,10019,"Grocery"
"532","10TH AVENUE PETROLEUM LLC","466 10TH AVE, New York, NY",40.75585391,-73.99812732,10018,"Grocery"
"533","TOKYO MART INC","91 MULBERRY STREET, New York, NY",40.71679354,-73.99883304,10013,"Grocery"
"534","DUANE READE INC","1235 LEXINGTON AVE, New York, NY",40.77826974,-73.95637769,10028,"Pharmacy"
"535","BENJAMIN FLORES","2175 2ND AVENUE, New York, NY",40.79447196,-73.93971458,10029,"Grocery"
"536","DUANE READE INC","17 JOHN ST, New York, NY",40.70992644,-74.0088763,10038,"Pharmacy"
"537","1411 6 FRUIT & VEGETABLE CORP","1411 6TH AVENUE, New York, NY",40.76472578,-73.97698279,10019,"Grocery"
"538","EL MANANTIAL GROCERY STORE INC","180 AUDUBON AVENUE, New York, NY",40.84416655,-73.93574923,10033,"Grocery"
"539","DUANE READE INC","200 WATER ST, New York, NY",40.707232,-74.0047606,10038,"Pharmacy"
"540","HI FI NEWS & GROCERY INC","1734 2ND AVENUE, New York, NY",40.78049574,-73.94972543,10128,"Grocery"
"541","PALOMA DELICATESSEN CORP","667 W 177TH ST STORE #7, New York, NY",40.84745682,-73.93721377,10033,"Grocery"
"542","KAY MARKET INC","645 BROADWAY, New York, NY",40.7266159,-73.99583674,10012,"Grocery"
"543","2268 DELI & GROCERY INC","2268 8TH AVENUE, New York, NY",40.80808897,-73.95259897,10027,"Grocery"
"544","EAGLE COSMETICS INC","971 1ST AVENUE, New York, NY",40.75599285,-73.96469137,10022,"Pharmacy"
"545","9TH AVE ROYAL DELI INC","817 9TH AVENUE, New York, NY",40.76602843,-73.9871734,10019,"Grocery"
"546","600 BROADWAY DELI CORP","3513 BROADWAY, New York, NY",40.82572303,-73.95116631,10031,"Grocery"
"547","PRAYOSHA 202 INC","202 MOTT STREET, New York, NY",40.7214056,-73.99545881,10012,"Grocery"
"548","WS SUPER DELI INC.","350 W 14TH STREET, New York, NY",40.740281,-74.00392927,10014,"Grocery"
"549","CVS ALBANY LLC","1569 1ST AVE, New York, NY",40.77412624,-73.95145277,10028,"Pharmacy"
"550","CVS ALBANY LLC","750 AVE OF THE AMERICAS, New York, NY",40.74416429,-73.9917892,10010,"Pharmacy"
"551","CVS ALBANY LLC","253 1ST AVE, New York, NY",40.73190868,-73.98224185,10003,"Pharmacy"
"552","CVS ALBANY LLC","1223 2ND AVE, New York, NY",40.76374595,-73.96203005,10065,"Pharmacy"
"553","JORGE FERNANDEZ","122 SUFFOLK STREET, New York, NY",40.71926771,-73.985852,10002,"Grocery"
"554","CVS ALBANY LLC","1294 LEXINGTON AVE, New York, NY",40.78049013,-73.95491477,10128,"Pharmacy"
"555","111 SECOND FOOD CORP","107 2ND AVENUE, New York, NY",40.72759935,-73.98847676,10003,"Grocery"
"556","CAPELLAN DELI GROCERY CORP","1626 PARK AVENUE, New York, NY",40.79918189,-73.94360033,10029,"Grocery"
"557","LA OAXAQUENA DELI GROCERY INC","501 W 161ST ST, New York, NY",40.83537071,-73.94024185,10032,"Grocery"
"558","DUANE READE INC","568 W 125TH ST, New York, NY",40.81499334,-73.9578393,10027,"Pharmacy"
"559","CVS ALBANY LLC","215 PARK AVE SOUTH, New York, NY",40.73698078,-73.98856324,10003,"Pharmacy"
"560","CVS ALBANY LLC","158 BLEECKER ST, New York, NY",40.72844112,-73.99985151,10012,"Pharmacy"
"561","CVS ALBANY LLC","1500 LEXINGTON AVE, New York, NY",40.7865914,-73.95051203,10029,"Pharmacy"
"562","CVS ALBANY LLC","130 LENOX AVE, New York, NY",40.80265773,-73.94903128,10026,"Pharmacy"
"563","CVS ALBANY LLC","630 LEXINGTON AVE, New York, NY",40.75876645,-73.97077546,10022,"Pharmacy"
"564","CVS ALBANY LLC","500 W 42ND ST, New York, NY",40.75957384,-73.99552149,10036,"Pharmacy"
"565","CVS ALBANY LLC","115 W 125TH ST, New York, NY",40.80803223,-73.94594619,10027,"Pharmacy"
"566","301 WEST SIDE CORP","301 AMSTERDAM AVENUE, New York, NY",40.77991376,-73.98058404,10023,"Grocery"
"567","1915 LEXINGTON FOOD CORP","1915 LEXINGTON AVENUE, New York, NY",40.80067017,-73.9400375,10035,"Grocery"
"568","LA KABBR MIDDLE EAST CUISINE CORP","408 W 56TH ST, New York, NY",40.76732051,-73.98653317,10019,"Grocery"
"569","MANHATTAN GROCERY CORP","150 MANHATTAN AVE, New York, NY",40.79928387,-73.96091861,10025,"Grocery"
"570","JAMAL A. ALHARBI","159 E HOUSTON ST, New York, NY",40.72295497,-73.9891965,10002,"Grocery"
"571","701 DELI INC","701 LENOX AVENUE, New York, NY",40.82053699,-73.936336,10039,"Grocery"
"572","AFSANA HAQUE","149 1ST AVENUE, New York, NY",40.72829953,-73.98485138,10003,"Grocery"
"573","RAYMOND DELI GROCERY CORP.","24 07 2ND AVE, New York, NY",40.72412884,-73.99098406,10035,"Grocery"
"574","RAMSES GROCERY CORP.","2090 AMSTERDAM AVE, New York, NY",40.83685227,-73.93922378,10032,"Grocery"
"575","H & S GROCERY INC.","4464 BROADWAY, New York, NY",40.85688503,-73.93247012,10040,"Grocery"
"576","CENTRE FINEST DELI INC","140 CENTRE STREET, New York, NY",40.71723431,-74.00045587,10013,"Grocery"
"577","CITY FUELS LLC","4353 BROADWAY, New York, NY",40.85325227,-73.93422341,10033,"Grocery"
"578","CVS ALBANY LLC","2495 BROADWAY, New York, NY",40.79266683,-73.97344693,10025,"Pharmacy"
"579","A&C 2541 MEAT CORP","2541 ADAM CLAYTON POWELL JR BL, New York, NY",40.82351308,-73.93748914,10031,"Grocery"
"580","CVS ALBANY LLC","1241 LEXINGTON AVE, New York, NY",40.7783813,-73.95629539,10028,"Pharmacy"
"581","WHOLE FOODS MARKET GROUP INC","808B COLUMBUS AVE, New York, NY",40.79521566,-73.96579397,10025,"Grocery"
"582","THE STEARN COMPANY","89 E 42ND ST, New York, NY",40.75215285,-73.97759563,10017,"Grocery"
"583","CVS ALBANY LLC","20 UNIVERSITY PL, New York, NY",40.73173126,-73.99473657,10003,"Pharmacy"
"584","16ST DELI & GROCERY INC","279 1ST AVENUE, New York, NY",40.7326538,-73.98160612,10003,"Grocery"
"585","1663 PARK AVE MINI MARKET CORP.","1663 PARK AVENUE, New York, NY",40.7999883,-73.94249694,10035,"Grocery"
"586","1797 EMPIRE INC","1797 1ST AVENUE, New York, NY",40.78125715,-73.9462407,10128,"Grocery"
"587","CHELSEA FRUIT & VEGETABLE INC.","115 W 23RD STREET, New York, NY",40.74314517,-73.99321096,10011,"Grocery"
"588","132 DELI & GROCERY CORP","2240 7TH AVENUE, New York, NY",40.81337978,-73.94529183,10027,"Grocery"
"589","DUANE READE INC","1350 BROADWAY, New York, NY",40.75102669,-73.98761279,10018,"Pharmacy"
"590","3RD AVE FOOD CORP I","325 3RD AVE, New York, NY",40.7396477,-73.98244786,10010,"Grocery"
"591","194 MANHATTAN DELI INC","194 MANHATTAN AVE, New York, NY",40.79987817,-73.96055925,10025,"Grocery"
"593","COSTCO WHOLESALE  CORPORATION","517 E 117 ST, New York, NY",40.79569331,-73.93240423,10035,"Grocery"
"594","208 RIVINGTON INC","208 RIVINGTON ST, New York, NY",40.71858345,-73.98325718,10002,"Grocery"
"595","YC DELI GOURMET MARKET INC","1576 2ND AVENUE, New York, NY",40.77515918,-73.95362414,10028,"Grocery"
"596","JEANNIE'S DELI CORP","194 8TH AVENUE, New York, NY",40.7433207,-73.9998472,10011,"Grocery"
"597","1517 DELI GROCERY CORP","1517 ST NICHOLAS AVENUE, New York, NY",40.85238057,-73.93156414,10033,"Grocery"
"598","ZULEY DELI GROCERY CORP","1681 AMSTERDAM AVE, New York, NY",40.82391561,-73.948462,10031,"Grocery"
"599","WILLIAM MARTE","996 AMSTERDAM AVENUE, New York, NY",40.8024894,-73.96427447,10025,"Grocery"
"600","2070 K S DELI GROCERY INC","2070 8TH AVENUE, New York, NY",40.8018494,-73.95715107,10026,"Grocery"
"601","SECOND AVENUE DELI MARKET INC","81 2ND AVENUE, New York, NY",40.72664658,-73.98916354,10003,"Grocery"
"602","CVS ALBANY LLC","130 DYCKMAN ST, New York, NY",40.8623125,-73.92529691,10040,"Pharmacy"
"603","MAGED M HIMED","561 2ND AVENUE, New York, NY",40.7428691,-73.97734211,10016,"Grocery"
"604","S & I VARIETY MARKET LLC","2 RECTOR STREET, New York, NY",40.70750935,-74.01195092,10006,"Grocery"
"605","1944 FIRST AVENUE DELI CO LLC","1944 1ST AVENUE, New York, NY",40.78629255,-73.94238966,10029,"Grocery"
"606","PANIAGUA DELI GROCERY CORP","203 E 115TH STREET, New York, NY",40.79725076,-73.94039895,10029,"Grocery"
"607","535 8TH AVENUE CORP","535 8TH AVE, NORTH SIDE, New York, NY",40.75401217,-73.99220119,10018,"Grocery"
"608","BEST YET MARKET OF HARLEM INC","301 W 118TH STREET, New York, NY",40.80578062,-73.95441624,10026,"Grocery"
"609","JENNIFER ALAN RAM LTD","455 W 37TH ST, New York, NY",40.75623156,-73.99699643,10018,"Grocery"
"610","DUANE READE INC","131 8TH AVE, New York, NY",40.74141181,-74.00138342,10011,"Pharmacy"
"611","CVS ALBANY LLC","275 3RD AVE, New York, NY",40.73785902,-73.9837563,10010,"Pharmacy"
"612","CVS ALBANY LLC","743 AMSTERDAM AVE, New York, NY",40.79410455,-73.97023077,10025,"Pharmacy"
"613","CVS ALBANY LLC","1622 THIRD AVE, New York, NY",40.78203334,-73.95169255,10128,"Pharmacy"
"614","WALGREEN EASTERN CO INC","1471 BROADWAY, New York, NY",40.75589552,-73.98642708,10036,"Pharmacy"
"615","WALGREEN EASTERN CO INC","2575 BROADWAY, New York, NY",40.7952306,-73.97155884,10025,"Pharmacy"
"616","WALGREEN EASTERN CO INC","145 FOURTH AVE, New York, NY",40.73388309,-73.98976115,10003,"Pharmacy"
"617","7TH AVE HARLEM FOOD CORP","2299 ADAM CLAYTON POWELL JR BL, New York, NY",40.81522228,-73.94354542,10030,"Grocery"
"618","DE RONG INC","135-137 CHRYSTIE STREET, New York, NY",40.71940221,-73.99324842,10002,"Grocery"
"619","MIKE'S SMOKE SHOP INC","1666 1ST AVENUE, New York, NY",40.77748973,-73.94882784,10028,"Grocery"
"620","CVS ALBANY LLC","320 5TH AVE, New York, NY",40.74719218,-73.98553785,10001,"Pharmacy"
"621","2732 CONVENIENCE GROCERY CORP","2732 BROADWAY, New York, NY",40.80020207,-73.967867,10025,"Grocery"
"622","EASTEND GROCERY & LOTTO INC","1662 1ST AVENUE, New York, NY",40.77730817,-73.94895678,10028,"Grocery"
"623","CVS ALBANY LLC","75 CHRISTOPHER ST, New York, NY",40.7335824,-74.00295857,10014,"Pharmacy"
"624","1517 NEW BANI GROCERY INC","1517 LEXINGTON AVENUE, New York, NY",40.78694312,-73.95007287,10029,"Grocery"
"625","FIRST & FIRST FINEST DELI CORP","18 20 1ST AVE, New York, NY",40.72347694,-73.98819607,10009,"Grocery"
"626","BIG JOYS CORP","271 273 W 72ND STREET, New York, NY",40.77956685,-73.98376268,10023,"Grocery"
"627","DEWEL GONZALEZ","2121 2ND AVENUE, New York, NY",40.79291596,-73.94083143,10029,"Grocery"
"629","GOURMET 157 CORP","157 CHRISTOPHER ST, New York, NY",40.73277221,-74.00828526,10014,"Grocery"
"630","2278 DELI AND GROCERY INC","2278 7TH AVE, New York, NY",40.81467028,-73.94434891,10030,"Grocery"
"631","PRAMUKH 16 INC","162 THIRD AVENUE, New York, NY",40.73454543,-73.98632794,10003,"Grocery"
"632","DUANE READE INC","260 MADISON AVE, New York, NY",40.75075618,-73.98088825,10016,"Pharmacy"
"633","WALGREEN EASTERN CO INC","1328 2ND AVE, New York, NY",40.76747489,-73.9592313,10021,"Pharmacy"
"634","CVS ALBANY LLC","129 FULTON ST, New York, NY",40.71025177,-74.00768765,10038,"Pharmacy"
"635","T S M 2ND AVE GOURMET INC","248 E 119TH ST, New York, NY",40.79937046,-73.93753383,10035,"Grocery"
"636","145 DELI & GROCERY INC","1717 AMSTERDAM AVE, New York, NY",40.82518862,-73.94754984,10031,"Grocery"
"637","HELEN FOOD CORP","1165 2ND AVENUE, New York, NY",40.76205862,-73.96335023,10021,"Grocery"
"638","H & W DELI GROCERY INC","4740 44 BROADWAY, New York, NY",40.85732891,-73.93113062,10040,"Grocery"
"639","S M NEWS & GROCERY INC","1419 LEXINGTON AVE, New York, NY",40.78374717,-73.95238038,10128,"Grocery"
"640","1836 AMSTERDAM MINIMARKET CORP","1836 AMSTERDAM AVENUE, New York, NY",40.82896945,-73.9449488,10031,"Grocery"
"641","TRADER JOES EAST INC","675 6TH AVENUE, New York, NY",40.74171991,-73.99373991,10010,"Grocery"
"642","ARCHIE GROCERY CORP","1061 ST NICHOLAS AVE, New York, NY",40.83710416,-73.94017285,10032,"Grocery"
"643","WILD OLIVE MARKETS INC","10 EAST 125TH ST, New York, NY",40.80623019,-73.94199065,10035,"Grocery"
"644","MR 2497 FOOD CORP","2497 7TH AVENUE, New York, NY",40.82148746,-73.93898143,10030,"Grocery"
"645","DUANE READE INC","52 E 14TH ST, New York, NY",40.73524753,-73.99175377,10003,"Pharmacy"
"646","DUANE READE INC","60 SPRING ST, New York, NY",40.72222821,-73.99712025,10012,"Pharmacy"
"647","CVS ALBANY LLC","500 GRAND ST, New York, NY",40.71470589,-73.98234845,10002,"Pharmacy"
"648","EASTSIDE GAS INC","1890 PARK AVENUE, New York, NY",40.80737085,-73.93753231,10035,"Grocery"
"649","FAMILY FARM INC","1384 1ST AVENUE, New York, NY",40.76883778,-73.95514012,10021,"Grocery"
"650","ANB DELI INC","142 9TH AVENUE, New York, NY",40.74385927,-74.00314782,10011,"Grocery"
"651","DUANE READE INC","949 3RD AVE, New York, NY",40.76014795,-73.96744903,10022,"Pharmacy"
"652","DUANE READE INC","775 COLUMBUS AVE, New York, NY",40.79423579,-73.96642336,10025,"Pharmacy"
"653","YANKEE DELI INC","647 E 11TH STREET, New York, NY",40.72725873,-73.97883587,10009,"Grocery"
"654","10TH AVENUE FOOD DEPOT INC","460 W 34TH STREET, New York, NY",40.75419801,-73.99839786,10001,"Grocery"
"655","14TH STREET LOTTO & MAGAZINE INC","430 E 14TH STREET, New York, NY",40.73100541,-73.98189716,10009,"Grocery"
"656","FAMILY FRUIT AND MEAT MARKET CORP","1474 ST NICHOLAS AVENUE, New York, NY",40.85098613,-73.93240676,10033,"Grocery"
"657","TRADER JOES EAST INC","2073 2075 BROADWAY, New York, NY",40.77860434,-73.98215891,10023,"Grocery"
"658","KING WASHINGTON GROCERY CORP","4225 BROADWAY, New York, NY",40.84909543,-73.93697644,10033,"Grocery"
"659","MEXICAN DELI INC","2711 BROADWAY, New York, NY",40.7995345,-73.96851762,10025,"Grocery"
"660","HUDSON PRODUCE INC","300 ALBANY STREET, New York, NY",40.71002923,-74.01644273,10280,"Grocery"
"661","SANTIAGO DELI FOOD CORP","3415 BROADWAY, New York, NY",40.82256288,-73.95348442,10031,"Grocery"
"662","WEST HARLEM DELI CORP","2040 5TH AVENUE, New York, NY",40.80708265,-73.94184389,10035,"Grocery"
"663","2320 DELI GROCERY & PIZZA CORP","2320 7TH AVENUE, New York, NY",40.81605635,-73.9433356,10030,"Grocery"
"664","HENG LI GROCERY STORE INC","329 GRAND STREET, New York, NY",40.71705162,-73.9904291,10002,"Grocery"
"665","JOE S GOURMET HEALTH DELI INC","3161 BROADWAY, New York, NY",40.81486354,-73.95910297,10027,"Grocery"
"666","SPACE NY 62 CORP","1130 1ST AVE, New York, NY",40.76146867,-73.9605263,10065,"Grocery"
"667","CVS ALBANY LLC","1 COLUMBUS PL, New York, NY",40.76955068,-73.98560816,10019,"Pharmacy"
"668","JN NATURAL FRUIT CORP","202 6TH AVE, New York, NY",40.72682187,-74.00341107,10013,"Grocery"
"669","DUANE READE INC","455 W 37TH ST, New York, NY",40.75618361,-73.99703162,10018,"Pharmacy"
"670","FILLING STATION LLC, THE","75 9TH AVENUE ARCADE SPACE, New York, NY",40.74187366,-74.00483777,10011,"Grocery"
"671","WILSEA PARTNERS LLC","388 6TH AVENUE, New York, NY",40.73328084,-73.99971538,10011,"Grocery"
"672","WESTSIDE SUPERMARKET LLC","77 7TH AVENUE, New York, NY",40.73932444,-73.99903245,10011,"Grocery"
"673","C&N NEW YORK FOOD CORP","4138  BROADWAY, New York, NY",40.8461741,-73.93836853,10033,"Grocery"
"674","EASTSIDE GOURMET DELI CORP","53 AVENUE B, New York, NY",40.7232233,-73.98246399,10009,"Grocery"
"675","47 PITT GROCERY INC","47 PITT STREET, New York, NY",40.71653385,-73.9834984,10002,"Grocery"
"676","MID WESTSIDE CONVENIENCE INC","653 AMSTERDAM AVE, New York, NY",40.79124924,-73.97231369,10025,"Grocery"
"677","ST NICHOLAS JM DELI GROCERY INC","598 W 178TH STREET, New York, NY",40.84727854,-73.9351504,10033,"Grocery"
"678","CHELSEA DELI CORP","301 10TH AVENUE, New York, NY",40.75036949,-74.00229917,10001,"Grocery"
"679","MAX CONVENIENCE INC","364 W 23RD STREET, New York, NY",40.74587977,-74.00004105,10011,"Grocery"
"680","EAST VILLAGE FINEST DELI CORP","240 E 4TH ST /50 AVE B STORE 1, New York, NY",40.72330706,-73.98275095,10009,"Grocery"
"681","2154 3 SISTER S GROCERY & DELI INC","2154 8TH AVENUE, New York, NY",40.80460528,-73.95513762,10026,"Grocery"
"682","MINI ES WHOLESOME FOOD CORP","226 E 7TH ST, New York, NY",40.72403921,-73.97894071,10009,"Grocery"
"683","2829 PALACE FOOD INC","2829 8TH AVE, New York, NY",40.82647026,-73.93934783,10039,"Grocery"
"684","FOODEX LLC","101 WEST END AVE, New York, NY",40.77478418,-73.98821592,10023,"Grocery"
"685","CVS ALBANY LLC","81 8TH AVENUE, New York, NY",40.73979499,-74.00257523,10011,"Pharmacy"
"686","BT TO GO GCT LLC","GRAND CENTRAL TERMINAL MC 36, New York, NY",40.75300149,-73.97786028,10017,"Grocery"
"687","DUANE READE INC","2069 BROADWAY, New York, NY",40.77834393,-73.98220105,10023,"Pharmacy"
"688","K & O DELI MEAT GROCERY INC","2288 2ND AVENUE, New York, NY",40.79789102,-73.93703682,10035,"Grocery"
"689","L E S MINIMART CORP","127 RIVINGTON STREET STORE (E), New York, NY",40.71959721,-73.98697681,10002,"Grocery"
"690","DONG JOO KIM","247 3RD AVE, New York, NY",40.73700448,-73.98438878,10010,"Grocery"
"691","106 COLUMBIA DELI CORP","945 AMSTERDAM AVE, New York, NY",40.80056608,-73.96549996,10025,"Grocery"
"692","1600 MADISON AVENUE FOOD CORP","1600 MADISON AVE, New York, NY",40.79495203,-73.94860272,10029,"Grocery"
"693","H & K DELI CORP","361 3RD AVE, New York, NY",40.74086177,-73.98157552,10016,"Grocery"
"694","MI MEXICO MINI MARKET CORP","172 E 104TH ST, New York, NY",40.7906879,-73.94680374,10029,"Grocery"
"695","YANKEE TWO DELI INC","122 AVE C, New York, NY",40.72457337,-73.97840309,10009,"Grocery"
"696","NAGLE FUEL CORP","265 NAGLE AVE, New York, NY",40.86317431,-73.92050598,10034,"Grocery"
"697","SRM FUEL CORP","3936 10TH AVE, New York, NY",40.86670537,-73.91745521,10034,"Grocery"
"698","SKYLINE GOURMET DELI INC","700 10TH AVE, New York, NY",40.76373643,-73.9923886,10019,"Grocery"
"699","DUANE READE INC","40 WALL ST, New York, NY",40.70652625,-74.00962052,10005,"Pharmacy"
"700","DUANE READE INC","1111 3RD AVE, New York, NY",40.76549299,-73.96361287,10065,"Pharmacy"
"701","980 COLUMBUS FOOD CORP","980 COLUMBUS AVE, New York, NY",40.80080278,-73.96180976,10025,"Grocery"
"702","SYED K MIAH","141 ESSEX ST N STORE, New York, NY",40.72029136,-73.98736669,10002,"Grocery"
"703","FAIRWAY EAST 86TH STREET LLC","240 E 86TH ST, New York, NY",40.77836716,-73.95308016,10028,"Grocery"
"704","DUANE READE INC","1550 3RD AVE, New York, NY",40.77952219,-73.95352003,10128,"Pharmacy"
"705","SX GOURMET CORP","115 RIVINGTON ST, New York, NY",40.71983294,-73.98775451,10002,"Grocery"
"706","D&S PRODUCE INC","156 E 110TH ST, New York, NY",40.79465622,-73.94421943,10029,"Grocery"
"707","85 DELI MINI MARKET CORP","5008 BROADWAY STORE 5, New York, NY",40.86861031,-73.91809879,10034,"Grocery"
"708","GROCERY TOST CAFE INC","59 4TH AVE, New York, NY",40.73098887,-73.99036655,10003,"Grocery"
"709","AVENUE C FOOD CORP","185 AVENUE C STORE 2, New York, NY",40.72663802,-73.97703694,10009,"Grocery"
"710","LA PARADA GROCERY & MEAT MARKET CORP","706 W 177TH ST, New York, NY",40.84752169,-73.93817733,10033,"Grocery"
"711","WILLIAM VERAS BODEGA CORPORATION","257 259 DYCKMAN ST, New York, NY",40.86657988,-73.92843222,10034,"Grocery"
"712","VILLAGE GOURMET GROCERY INC","102 2ND AVE, New York, NY",40.72736439,-73.98848305,10003,"Grocery"
"713","ANNIES FRUIT & VEGETABLE STORE INC","1328 1330 LEXINGTON AVE, New York, NY",40.78129438,-73.95433054,10128,"Grocery"
"714","SAN MICHAEL GROCERY INC","2032 MADISON AVE, New York, NY",40.80827886,-73.93886093,10035,"Grocery"
"715","FREEDOM NEWS I INC","600 W 42ND ST, New York, NY",40.7607277,-73.9986643,10017,"Grocery"
"716","PATAL ASIA DELI GROCERY LLC","135 E 28TH ST, New York, NY",40.74262304,-73.98227936,10016,"Grocery"
"717","82ND STREET GROCERY INC","454 AMSTERDAM AVE, New York, NY",40.78504304,-73.97701388,10024,"Grocery"
"718","144 DELI GROCERY STORE CORP","144 NAGLE AVE, New York, NY",40.86132978,-73.92564235,10040,"Grocery"
"719","710 FRANKLIN AVE CORP","333 E 23RD ST, New York, NY",40.73758913,-73.9800559,10010,"Grocery"
"720","CRYSTAL DELI INC","10 12 E 23RD ST, New York, NY",40.74115674,-73.98882805,10010,"Grocery"
"721","SANJAY SHRESTHA","230 E 80TH ST, New York, NY",40.77460538,-73.95609885,10075,"Grocery"
"722","D & H CANDY INC","127 E 23RD ST, New York, NY",40.73971198,-73.98508609,10010,"Grocery"
"723","PRIME ESSENTIALS LLC","345 BROADWAY, New York, NY",40.71679663,-74.00413522,10013,"Pharmacy"
"724","SARH DELI GROCERY INC","201 W 131 ST, New York, NY",40.8131104,-73.9459704,10027,"Grocery"
"725","POLO GROUNDS MEAT CORP","2927 8TH AVE, New York, NY",40.82909264,-73.9374033,10039,"Grocery"
"726","AK GOURMET MARKET CORP","201 MADISON ST, New York, NY",40.712854,-73.9898299,10002,"Grocery"
"727","WEST VILLAGE CHOICE DELI INC","690 WASHINGTON ST, New York, NY",40.73438076,-74.00853032,10014,"Grocery"
