"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"1840","PIT EAST INC","PEOPLES IMPROV THEATRE","121 123 E 24TH ST","","NEW YORK","NY",10010,40.74046461,-73.98480696,"(40.74046461, -73.98480696)"
"1841","THANA CORP","PAD THAI NOODLE LOUNGE","114 8TH AVE","","NEW YORK","NY",10011,40.74078715,-74.00166705,"(40.74078715, -74.00166705)"
"1842","241 BOWERY CORP","LA GAMELLE","241 BOWERY","","NEW YORK","NY",10002,40.72240265,-73.99308543,"(40.72240265, -73.99308543)"
"1843","STK MIDTOWN LLC","","1114 AVE OF THE AMERICAS","","NEW YORK","NY",10036,40.75533601,-73.98366001,"(40.75533601, -73.98366001)"
"1844","CALLE 8 LLC","CALLE OCHO","45 W 81ST ST 1ST FL","","NEW YORK","NY",10024,40.78262617,-73.97293641,"(40.78262617, -73.97293641)"
"1845","161 LUDLOW FOOD LLC","NO FUN","161 LUDLOW ST","","NEW YORK","NY",10002,40.72127595,-73.9878045,"(40.72127595, -73.9878045)"
"1846","BOJI LLC","BRUSHSTROKE","162 DUANE STREET","","NEW YORK","NY",10013,40.71686056,-74.00913011,"(40.71686056, -74.00913011)"
"1847","SAGI RESTAURANT CORP","FRANCESCA LA VELA CUCINA ITALIANA","373 AMSTERDAM AVE","","NEW YORK","NY",10024,40.78232756,-73.97883172,"(40.78232756, -73.97883172)"
"1848","AJAY HOSPITALITY INC","PAPADAM","1448 1ST AVE","","NEW YORK","NY",10021,40.76988745,-73.95437806,"(40.76988745, -73.95437806)"
"1849","STONEY MG INC","RYANS DAUGHTER","350 E 85TH ST","","NEW YORK","NY",10028,40.77663119,-73.9510573,"(40.77663119, -73.9510573)"
"1850","ODONOGHUES RESTAURANT & PUB LLC","","156 W 44TH ST","","NEW YORK","NY",10036,40.75696853,-73.98531567,"(40.75696853, -73.98531567)"
"1851","K2 YH INC","THE SPOT","34 W 32ND ST 9TH FL","","NEW YORK","NY",10001,40.7480606,-73.9878183,"(40.7480606, -73.9878183)"
"1852","EVERYDAY GOURMET DELI INC","EVERYDAY GOURMET DELI","373 LEXINGTON AVE","","NEW YORK","NY",10017,40.75074754,-73.97648415,"(40.75074754, -73.97648415)"
"1853","ADSAD LLC","ONEGIN","391 6TH AVE","","NEW YORK","NY",10014,40.73316842,-73.9999607,"(40.73316842, -73.9999607)"
"1854","BIGTOM INC","THE IRISH AMERICAN","17 JOHN ST","","NEW YORK","NY",10038,40.70992644,-74.0088763,"(40.70992644, -74.0088763)"
"1855","61 READE PIZZA INC","TRE SORELLE","61 READE ST","","NEW YORK","NY",10007,40.71494914,-74.00662879,"(40.71494914, -74.00662879)"
"1856","133 ESSEX RESTAURANT LLC","SONS OF ESSEX","133 ESSEX ST","","NEW YORK","NY",10002,40.71996282,-73.98754055,"(40.71996282, -73.98754055)"
"1857","JUNG SIK DANG CORP","JUNG SIK","6 HARRISON ST","","NEW YORK","NY",10013,40.71873289,-74.00931672,"(40.71873289, -74.00931672)"
"1858","DE LA FONTAINE LLC","","519 COLUMBUS AVE","","NEW YORK","NY",10024,40.78579699,-73.97259323,"(40.78579699, -73.97259323)"
"1859","QUIMERA RESTAURANT GROUP LLC","BARRACA & MELIBEA","81 GREENWICH AVE","","NEW YORK","NY",10014,40.73690694,-74.00136981,"(40.73690694, -74.00136981)"
"1860","694 A COTTAGE CORP","AMAZE ASIAN","694 3RD AVE","","NEW YORK","NY",10017,40.75193545,-73.97368022,"(40.75193545, -73.97368022)"
"1861","168 ORCHARD ST PARTNERS INC","HAIR OF THE DOG","168 170 ORCHARD ST","","NEW YORK","NY",10002,40.72139623,-73.98845888,"(40.72139623, -73.98845888)"
"1862","55 STONE STREET LLC","","55 STONE ST","","NEW YORK","NY",10004,40.70446106,-74.01026397,"(40.70446106, -74.01026397)"
"1863","1279 1ST AVENUE LLC","","1279 1ST AVE","","NEW YORK","NY",10065,40.7658075,-73.95751399,"(40.7658075, -73.95751399)"
"1864","VAI UWS LLC","","429 AMSTERDAM AVE","","NEW YORK","NY",10024,40.78408947,-73.977551,"(40.78408947, -73.977551)"
"1865","CELLAR OF AMELIE LLC, THE","AMELIE","22 W 8TH STREET","","NEW YORK","NY",10011,40.73261052,-73.99732554,"(40.73261052, -73.99732554)"
"1866","PARM RESTAURANTS LLC","PARM","248 MULBERRY ST","","NEW YORK","NY",10012,40.72315378,-73.9957052,"(40.72315378, -73.9957052)"
"1867","I INTERNATIONAL INC","CRYSTAL","212 E 52ND ST 1ST FLOOR","","NEW YORK","NY",10022,40.7568781,-73.96955345,"(40.7568781, -73.96955345)"
"1868","TRIM CASTLE CORP","COOPERS CRAFT AND KITCHEN","87 2ND AVE AKA 239 E 5TH ST","","NEW YORK","NY",10003,40.72681151,-73.98904159,"(40.72681151, -73.98904159)"
"1869","SPRING NATURAL CORP","SPRING STREET NATURAL WEST","474 476 COLUMBUS AVE","","NEW YORK","NY",10024,40.7844237,-73.97374941,"(40.7844237, -73.97374941)"
"1870","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","625 BROADWAY","","NEW YORK","NY",10012,40.72612766,-73.99624826,"(40.72612766, -73.99624826)"
"1871","LONDEL DAVIS LLC","L","2131 FREDERICK DOUGLASS BLVD","","NEW YORK","NY",10026,40.80378408,-73.95589931,"(40.80378408, -73.95589931)"
"1872","ANDAMAN THAI BISTRO INC","","1843 1ST AVE","","NEW YORK","NY",10128,40.78276982,-73.94515818,"(40.78276982, -73.94515818)"
"1873","JHORNA RESTAURANT INC","MUMTAZ","1582 YORK AVE","","NEW YORK","NY",10028,40.77412321,-73.94834479,"(40.77412321, -73.94834479)"
"1874","GALAXY RESTAURANTS CATERING GROUP LP","CAFFE STORICO","2 W 77TH ST","","NEW YORK","NY",10024,40.7794438,-73.97363092,"(40.7794438, -73.97363092)"
"1875","120 U REST LLC","TORTARIA","94 UNIVERSITY PL","","NEW YORK","NY",10003,40.73379011,-73.99296211,"(40.73379011, -73.99296211)"
"1876","NEW YORK BEER & BEVERAGE LLC","NEW YORK BEER COMPANY","321 W 44TH ST","","NEW YORK","NY",10036,40.75883568,-73.98942263,"(40.75883568, -73.98942263)"
"1877","FLAMING SADDLES NYC 1 LLC","FLAMING SADDLES SALOON","793 9TH AVE","","NEW YORK","NY",10019,40.76516644,-73.98779022,"(40.76516644, -73.98779022)"
"1878","IL VALENTINO RESTAURANT INC","FOUR CUTS STEAKHOUSE","1076 1ST AVE","SOUTH SIDE","NEW YORK","NY",10022,40.75960328,-73.96197121,"(40.75960328, -73.96197121)"
"1879","THREE BROTHERS BAKING AT PIER 11 INC","FERRY HOUSE CAFE","PIER 11 SOUTH ST","","NEW YORK","NY",10004,40.70276069,-74.00572165,"(40.70276069, -74.00572165)"
"1880","301 SOUTH LLC","TREADWELL PARK/SOUTHWEST NY/BLACK HOUND","345 SOUTH END AVE","","NEW YORK","NY",10280,40.71070625,-74.01614341,"(40.71070625, -74.01614341)"
"1881","DON ANTONIO RESTAURANT LLC","","309 W 50TH ST","","NEW YORK","NY",10019,40.76248467,-73.98634448,"(40.76248467, -73.98634448)"
"1882","EL PASO TAQUERIA 1643 CORP","EL PASO RESTAURANTE MEXICANO","1643 LEXINGTON AVE","","NEW YORK","NY",10029,40.79069393,-73.94733331,"(40.79069393, -73.94733331)"
"1883","HUGHES MURRAY WALSH LLC","PHOENIX","447 E 13TH ST","","NEW YORK","NY",10009,40.73026001,-73.98198653,"(40.73026001, -73.98198653)"
"1884","SAIGONNYC LTD","AN CHOI","85 ORCHARD ST UNIT B","BROOME ST & GRAND ST","NEW YORK","NY",10002,40.71794532,-73.99038215,"(40.71794532, -73.99038215)"
"1885","E & E RESTAURANT 1 LLC","E & E GRILL HOUSE","233 W 49TH ST","","NEW YORK","NY",10019,40.76106617,-73.98501239,"(40.76106617, -73.98501239)"
"1886","SHANNONS GREEN DOOR INC","THE GREEN DOOR","600 W 57TH ST","","NEW YORK","NY",10019,40.77032115,-73.99156699,"(40.77032115, -73.99156699)"
"1887","18 FOOLS LLC","THE LIBERTY","29 W 35TH ST","","NEW YORK","NY",10001,40.74962203,-73.9851245,"(40.74962203, -73.9851245)"
"1888","GOVAN RD INC","THE SPOTTED DOG","1154 1ST AVE","","NEW YORK","NY",10065,40.76217577,-73.96000122,"(40.76217577, -73.96000122)"
"1889","CASA 91 LLC","BLOCKHEADS","175 W 90TH ST","","NEW YORK","NY",10024,40.79064833,-73.97395292,"(40.79064833, -73.97395292)"
"1890","333FISH TACOS NY 1 LLC","THE LITTLE BEET TABLE","333 PARK AVE S","","NEW YORK","NY",10010,40.74113096,-73.98550313,"(40.74113096, -73.98550313)"
"1891","43 FOOD CORP","GAONNURI","1250 BROADWAY 39TH FL","","NEW YORK","NY",10001,40.74818491,-73.98808459,"(40.74818491, -73.98808459)"
"1892","1356 RESTAURANT LLC","PETALUMA","1356 1358 1ST AVE","","NEW YORK","NY",10021,40.76842213,-73.95544398,"(40.76842213, -73.95544398)"
"1893","CORKBUZZ LLC","CORKBUZZ WINE STUDIO","13 E 13TH ST","","NEW YORK","NY",10003,40.73506039,-73.9933715,"(40.73506039, -73.9933715)"
"1894","MULTIMILES LLC","AL MAYASS","24 E 21ST ST","","NEW YORK","NY",10010,40.73972519,-73.98942302,"(40.73972519, -73.98942302)"
"1895","EL RANCHO LOS COMPADRES CORP","","110 SHERMAN AVE","DYCKMAN ST & ACADEMY ST","NEW YORK","NY",10034,40.86399197,-73.92503881,"(40.86399197, -73.92503881)"
"1896","ONE MILE HOUSE INC","ONE MILE HOUSE","10 12 DELANCEY ST","","NEW YORK","NY",10002,40.73962364,-74.00650759,"(40.73962364, -74.00650759)"
"1897","SILO EAST INC","SOCARRAT EAST","953 2ND AVE","","NEW YORK","NY",10022,40.75524116,-73.96833202,"(40.75524116, -73.96833202)"
"1898","DICKSON & DICKSON INC","THE ALLIE WAY","413 E 70TH ST","","NEW YORK","NY",10021,40.76640333,-73.95657567,"(40.76640333, -73.95657567)"
"1899","PMB SOHO LLC","PERA","54 THOMPSON ST","","NEW YORK","NY",10012,40.72367126,-74.00353785,"(40.72367126, -74.00353785)"
"1900","STRIP HOUSE RESTAURANT NY LLC","STRIP HOUSE","13 E 12TH ST","","NEW YORK","NY",10003,40.73438281,-73.99375731,"(40.73438281, -73.99375731)"
"1901","ZUTTO SQUARED LLC","ZUTTO","77 79 HUDSON ST","","NEW YORK","NY",10013,40.71841434,-74.008922,"(40.71841434, -74.008922)"
"1902","KOURELI RESTAURANT GROUP INC","NERAI","55 E 54TH ST","","NEW YORK","NY",10022,NA,NA,""
"1903","ROCKWOOD ENTERTAINMENT INC","ROCKWOODS","196 ALLEN ST B4","","NEW YORK","NY",10002,40.7226133,-73.98864397,"(40.7226133, -73.98864397)"
"1904","SECOND WIND RESTAURANT LLC","JOANNE","70 W 68TH ST","","NEW YORK","NY",10023,40.77442883,-73.97981356,"(40.77442883, -73.97981356)"
"1905","HAVENS KITCHEN LLC","","109 W 17TH ST","","NEW YORK","NY",10011,40.73944138,-73.99570941,"(40.73944138, -73.99570941)"
"1906","CLYDE ARK LLC","CLYDE FRAZIER'S WINE & DINE","505 W 37TH ST","","NEW YORK","NY",10018,40.75663166,-73.99794238,"(40.75663166, -73.99794238)"
"1907","SITE 25 RESTAURANT CONCEPTS LLC","WEI WEST","102 NORTH END AVE SITE 107","","NEW YORK","NY",10282,40.71503102,-74.01587979,"(40.71503102, -74.01587979)"
"1908","ALL AMERICAN BAR ON FIRST AVENUE INC, THE","AMERICAN BAR","1471 1ST AVE","","NEW YORK","NY",10021,40.77077231,-73.95381378,"(40.77077231, -73.95381378)"
"1909","PORTENO LLC","","299 10TH AVE","","NEW YORK","NY",10001,40.7502757,-74.00236435,"(40.7502757, -74.00236435)"
"1910","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","405 6TH AVE","","NEW YORK","NY",10012,40.73363081,-73.99963019,"(40.73363081, -73.99963019)"
"1911","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","281 BROADWAY","","NEW YORK","NY",10007,40.71436711,-74.00621058,"(40.71436711, -74.00621058)"
"1912","MADAME TUSSAUDS OF NEW YORK LLC","","234 W 42ND ST","","NEW YORK","NY",10036,40.75641347,-73.98797995,"(40.75641347, -73.98797995)"
"1913","FLAGSHIP S B NEW YORK LLC","SARAVANA BHAVAN","81 83 LEXINGTON AVE","","NEW YORK","NY",10016,40.74139584,-73.9832754,"(40.74139584, -73.9832754)"
"1914","186 KT LLC","ALMOND","186 FRANKLIN ST","","NEW YORK","NY",10013,40.71940605,-74.00945672,"(40.71940605, -74.00945672)"
"1915","ANEJO LLC","ANEJO TEQUILERIA","668 10TH AVE","","NEW YORK","NY",10036,40.7627609,-73.99310044,"(40.7627609, -73.99310044)"
"1916","DONG CHUN HONG INC","","312 5TH AVE","","NEW YORK","NY",10001,40.74694241,-73.98571867,"(40.74694241, -73.98571867)"
"1917","WKNAPP LTD","TABLE D'HOTE","44 E 92ND ST","","NEW YORK","NY",10128,40.78458113,-73.95600008,"(40.78458113, -73.95600008)"
"1918","DE ARMAS ENTERPRISES CORP","COPPELIA","207 W 14TH ST","","NEW YORK","NY",10011,40.73870137,-73.99987321,"(40.73870137, -73.99987321)"
"1919","WEST 17TH STREET ITALIAN RESTAURANT LLC","ARTICHOKE BASILLES PIZZA & BAR","457 W 17TH ST","","NEW YORK","NY",10011,40.74389791,-74.00628849,"(40.74389791, -74.00628849)"
"1920","BUNGALOW 3 NYC LLC","TRIBECA TAP HOUSE","363 GREENWICH ST","","NEW YORK","NY",10013,40.71906726,-74.0102177,"(40.71906726, -74.0102177)"
"1921","LAURA CHRISTY MIDTOWN LLC","VALBELLA MIDTOWN","520 MADISON AVE SUITE 101","","NEW YORK","NY",10022,40.76003682,-73.97406295,"(40.76003682, -73.97406295)"
"1922","JI CLUB CORP","TOTOYA JAPANESE RESTAURANT","1144 1ST AVE","","NEW YORK","NY",10065,40.76187862,-73.96022166,"(40.76187862, -73.96022166)"
"1923","CAFE PUSHKIN CENTRAL LLC","BETONY","41 W 57TH ST","","NEW YORK","NY",10019,40.76357722,-73.97526491,"(40.76357722, -73.97526491)"
"1924","WOLF WESTSIDE LLC","WOLFGANGS STEAKHOUSE","620 8TH AVE RETAIL SPACE C","","NEW YORK","NY",10018,40.75594507,-73.99070484,"(40.75594507, -73.99070484)"
"1925","REINS INTERNATIONAL NEW YORK INC","GYU KAKU RESTAURANT","321 W 44TH ST, SPACE 103","","NEW YORK","NY",10036,40.75878775,-73.9894579,"(40.75878775, -73.9894579)"
"1926","CLGM INC","YEFSI ESTIATORIO","1481 YORK AVE","","NEW YORK","NY",10075,40.77092877,-73.95083914,"(40.77092877, -73.95083914)"
"1927","WEST HOUSTON HALL INC","HOUSTON HALL","222 WEST HOUSTON ST","","NEW YORK","NY",10014,40.7285182,-74.00450254,"(40.7285182, -74.00450254)"
"1928","POP99 CORPORATION","THE NUAA","1122 1ST AVE","","NEW YORK","NY",10065,40.76120733,-73.96080173,"(40.76120733, -73.96080173)"
"1929","240 BBJ PUB INC","JACK DOYLES","240 W 35TH ST","","NEW YORK","NY",10001,40.75214192,-73.99128327,"(40.75214192, -73.99128327)"
"1930","SABSON LLC","BYBLOS RESTAURANT","80 MADISON AVE","","NEW YORK","NY",10016,40.74400303,-73.98567543,"(40.74400303, -73.98567543)"
"1931","SXB RESTAURANT CORP","IL TINELLO RISTORANTE","16 W 56TH ST","","NEW YORK","NY",10019,40.76250896,-73.97500163,"(40.76250896, -73.97500163)"
"1932","BIRTH OF THE COOL LLC","ELEVEN MADISON PARK","11 MADISON AVE SW LOBBY","","NEW YORK","NY",10010,40.74152327,-73.98748406,"(40.74152327, -73.98748406)"
"1933","B & R SORRENTO CORP","INTERMEZZO","202 8TH AVE","","NEW YORK","NY",10011,40.74358494,-73.99974144,"(40.74358494, -73.99974144)"
"1934","SUDS & SPIRITS LLC","CROSSTOWN TAVERN","1259 PARK AVE NORTH STORE","","NEW YORK","NY",10029,40.78734984,-73.95181777,"(40.78734984, -73.95181777)"
"1935","OBIKA NY MADISON LLC","OBICA MOZZARELLA BAR","590 MADISON AVE","","NEW YORK","NY",10022,40.7622622,-73.9723572,"(40.7622622, -73.9723572)"
"1936","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","71 SPRING STREET","","NEW YORK","NY",10012,40.7224895,-73.99759922,"(40.7224895, -73.99759922)"
"1937","BARNEYS INC","BARNEYS NEW YORK","660 MADISON AVE 8TH FL","","NEW YORK","NY",10065,40.76449053,-73.97073209,"(40.76449053, -73.97073209)"
"1938","SUN OF MAY LLC","CORNER SOCIAL","321 LENOX AVE AKA 121 W 126TH","","NEW YORK","NY",10027,40.80855938,-73.9449983,"(40.80855938, -73.9449983)"
"1939","32 MUSIC STUDIO CORP","","38 W 32ND ST","5TH FL","NEW YORK","NY",10001,40.74822474,-73.98806045,"(40.74822474, -73.98806045)"
"1940","MIKA JAPANESE CUISINE & BAR INC","","150 CENTRE ST","","NEW YORK","NY",10013,40.71762086,-74.00024894,"(40.71762086, -74.00024894)"
"1941","804 LEXINGTON AVENUE RESTAURANT INC","BURGER HEAVEN","804 LEXINGTON AVE","","NEW YORK","NY",10021,40.76416454,-73.96681365,"(40.76416454, -73.96681365)"
"1942","BIZET LLC","5 NAPKIN BURGER","150 E 14TH ST","","NEW YORK","NY",10003,40.73366626,-73.98808504,"(40.73366626, -73.98808504)"
"1943","ELDRIDGE BISTRO LLC","THE WAYLAND","700 E 9TH ST","","NEW YORK","NY",10009,40.72525275,-73.97789624,"(40.72525275, -73.97789624)"
"1944","INTERNATIONAL DRINK GROUP INC","BUDDHA BEER BAR","4476 BROADWAY","","NEW YORK","NY",10040,40.85722051,-73.93237293,"(40.85722051, -73.93237293)"
"1945","RANA USA LLC","GIOVANNI RANA","75 9TH AVE STE 01A55","","NEW YORK","NY",10011,40.74184603,-74.00477537,"(40.74184603, -74.00477537)"
"1946","SIGNATURE 102 NORTH END AVE LLC","NORTH END GRILL","102 NORTH END AVE","RESTAURANT A WEST","NEW YORK","NY",10282,40.71470666,-74.01617465,"(40.71470666, -74.01617465)"
"1947","BLUE SMOKE 102 NORTH END AVE LLC","BLUE SMOKE","102 NORTH END AVE","RESTAURANT B SOUTH","NEW YORK","NY",10282,40.7146224,-74.01621661,"(40.7146224, -74.01621661)"
"1948","FORAGERS CHELSEA LLC","FORAGERS CITY GROCER","233 8TH AVE","","NEW YORK","NY",10011,40.74454054,-73.99901629,"(40.74454054, -73.99901629)"
"1949","ROSE & CROWN CAFE LTD","THE CHURCHILL","45 E 28TH ST","1ST FL","NEW YORK","NY",10016,40.74379534,-73.98520683,"(40.74379534, -73.98520683)"
"1950","RICARDO1 LLC","RICARDO OCEAN GRILL","2312 2ND AVE","","NEW YORK","NY",10035,40.79868281,-73.93654979,"(40.79868281, -73.93654979)"
"1951","STRIP HOUSE RESTAURANT NY LLC","STRIP HOUSE GRILL","11 E 12TH ST","","NEW YORK","NY",10003,40.73438535,-73.99391283,"(40.73438535, -73.99391283)"
"1952","GRAMERCY PARK BAR & GRILL LLC","GRAMERCY PARK BAR & GRILL","322 2ND AVE","","NEW YORK","NY",10003,40.73526288,-73.98280558,"(40.73526288, -73.98280558)"
"1953","AUGUST VENTURES LLC","NETA","61 W 8TH ST","","NEW YORK","NY",10014,40.73345579,-73.99906701,"(40.73345579, -73.99906701)"
"1954","MIRA SUSHI INC","","46 W 22ND ST","","NEW YORK","NY",10010,40.74150682,-73.99157786,"(40.74150682, -73.99157786)"
"1955","FONDA AVENUE B LLC","FONDA","40 AVENUE B","","NEW YORK","NY",10009,40.72274889,-73.98288913,"(40.72274889, -73.98288913)"
"1956","AKCAFE OF NEW YORK LLC","BABYLON","208 E 34TH ST","","NEW YORK","NY",10016,40.74555606,-73.97773655,"(40.74555606, -73.97773655)"
"1957","BIG B RESTAURANT ENTERPRISES INC","CELLO","229 E 53RD ST","","NEW YORK","NY",10022,40.75740871,-73.96871757,"(40.75740871, -73.96871757)"
"1958","SIGNATURE THEATRE COMPANY INC & GREAT PERFORMANCES","ARTISTS AS WAITRESSES INC AS MANAGER","450 W 42ND ST","","NEW YORK","NY",10036,40.75915723,-73.99437807,"(40.75915723, -73.99437807)"
"1959","JBIRD ONE LLC","SEAMSTRESS","339 E 75TH ST","","NEW YORK","NY",10021,40.77036369,-73.95602988,"(40.77036369, -73.95602988)"
"1960","PRINCIPESSA SOHO LLC","","199 PRINCE ST","","NEW YORK","NY",10017,40.72671074,-74.00273545,"(40.72671074, -74.00273545)"
"1961","SOUTH LAKE HOSPITALITY GROUP INC","HARLEM PUBLIC","3612 BROADWAY","","NEW YORK","NY",10031,40.8287148,-73.94864926,"(40.8287148, -73.94864926)"
"1962","POPULACE INC","CAMARADAS EL BARRIO","2241 1ST AVE","","NEW YORK","NY",10029,40.79541025,-73.93586419,"(40.79541025, -73.93586419)"
"1963","CROWN ALLEY LLC","THE PENROSE","1590 2ND AVE","","NEW YORK","NY",10028,40.77563016,-73.95336461,"(40.77563016, -73.95336461)"
"1964","GG UNION SQUARE LLC","LILIUM","201 PARK AVE S","","NEW YORK","NY",10003,40.73667104,-73.98888155,"(40.73667104, -73.98888155)"
"1965","POLYANKA INC","CAFE 88","88 FULTON ST STORE B14","AKA SPA 88","NEW YORK","NY",10038,40.70927744,-74.00586,"(40.70927744, -74.00586)"
"1966","SPOONBREAD INC","SPOONBREAD TOO","364 366 W 110 ST","","NEW YORK","NY",10025,40.80131778,-73.96020087,"(40.80131778, -73.96020087)"
"1967","FIVE BOROUGH BURGER INC","5 BORO BURGER","976 6TH AVE SPACES 103 AND 104","","NEW YORK","NY",10018,40.75109231,-73.98681528,"(40.75109231, -73.98681528)"
"1968","SERAFINA MEATPACKING LLC","SERAFINA","7 9TH AVE","","NEW YORK","NY",10011,40.73954315,-74.00636202,"(40.73954315, -74.00636202)"
"1969","SERAFINA 77 WEST LLC","SERAFINA/GEISHA","2178 BROADWAY","222 W 77TH ST","NEW YORK","NY",10024,40.78245457,-73.98070213,"(40.78245457, -73.98070213)"
"1970","MIDTOWN HOSPITALITY LLC","CRAVE FISHBAR","945 2ND AVE","","NEW YORK","NY",10017,40.75506941,-73.96856281,"(40.75506941, -73.96856281)"
"1971","JM TAVERN INC","THE KEG ROOM","53 W 36TH ST","","NEW YORK","NY",10016,40.74879525,-73.981441,"(40.74879525, -73.981441)"
"1972","1043 REST CORP","ANGELO'S PIZZA","1043 2ND AVE","","NEW YORK","NY",10022,40.75797729,-73.96624887,"(40.75797729, -73.96624887)"
"1973","TSG 89 CORP","MIDNIGHT EXPRESS","1715 2ND AVE","","NEW YORK","NY",10128,40.77955701,-73.95048384,"(40.77955701, -73.95048384)"
"1974","LA RUEDA RESTAURANT INC","TU SABOR LATINO RESTAURANT","3862 3864 BROADWAY","WEST 162ND ST & W 161ST ST","NEW YORK","NY",10032,40.83665961,-73.9428404,"(40.83665961, -73.9428404)"
"1975","CAFETASIA INC","SOMTUM DER","85 AVENUE A","STORE 1","NEW YORK","NY",10009,40.72528913,-73.98406666,"(40.72528913, -73.98406666)"
"1976","HALLACAS CORP","JUNIORS TACO","253 257 SHERMAN AVE","","NEW YORK","NY",10034,40.86620264,-73.91888915,"(40.86620264, -73.91888915)"
"1977","CAFE AKA SP LLC","A LOUNGE","330 EAST 56TH ST","","NEW YORK","NY",10022,40.75831425,-73.96504098,"(40.75831425, -73.96504098)"
"1978","TWIN OAKS USA INC","ANJAPPAR CHETTINAD","116 LEXINGTON AVE","","NEW YORK","NY",10016,40.74254963,-73.98251197,"(40.74254963, -73.98251197)"
"1979","RARO INC","RAFELE","29 7TH AVE SOUTH","","NEW YORK","NY",10014,40.73072161,-74.00445345,"(40.73072161, -74.00445345)"
"1980","347 EAST 85TH PARTNERS LLC","LUNA ROSSA","347 E 85TH ST","","NEW YORK","NY",10028,40.77671105,-73.95109855,"(40.77671105, -73.95109855)"
"1981","FORD TRANSFER CO LLC","INDIE FOOD AND WINE","144 W 65TH ST","","NEW YORK","NY",10023,40.77358191,-73.9834887,"(40.77358191, -73.9834887)"
"1982","HAKKASAN NYC LLC","HAKKASAN","311 W 43RD ST","","NEW YORK","NY",10036,NA,NA,""
"1983","WOODROWS MANAGEMENT LLC","WOODROWS","43 MURRAY ST","","NEW YORK","NY",10007,40.71402331,-74.00932967,"(40.71402331, -74.00932967)"
"1984","EQUINOX ROCKEFELLER CENTER INC","PULSE CAFE","630 FIFTH AVE 3RD FL","","NEW YORK","NY",10020,40.75855259,-73.97716547,"(40.75855259, -73.97716547)"
"1985","DTM PB CORP","DONT TELL MAMA","343 W 46TH ST","","NEW YORK","NY",10036,40.7603028,-73.98914375,"(40.7603028, -73.98914375)"
"1986","THEATRE REFRESHMENT CO OF NY INC & SUNLIGHT","MANAGEMENT CORP, DBA: CORT THEATRE","138 W 48TH ST","","NEW YORK","NY",10036,40.7592224,-73.98270694,"(40.7592224, -73.98270694)"
"1987","T BONE INC","MARK JOSEPH STEAKHOUSE","261 WATER ST","","NEW YORK","NY",10038,40.70825653,-74.00189708,"(40.70825653, -74.00189708)"
"1988","53 WEST 72ND STREET CAFE LLC","DAKOTA BAR","53 WEST 72 ST","","NEW YORK","NY",10023,40.77684887,-73.97744633,"(40.77684887, -73.97744633)"
"1989","1444 BLUE LINE CORP","THE PONY BAR","1444 1ST AVE","","NEW YORK","NY",10021,40.76976514,-73.95455269,"(40.76976514, -73.95455269)"
"1990","239 ENTERTAINMENT LLC","THE STAND","239 41 3RD AVENUE","","NEW YORK","NY",10003,40.73680454,-73.9845245,"(40.73680454, -73.9845245)"
"1991","CARCAMAN INC","DA NOI","214 E 49TH ST","","NEW YORK","NY",10017,40.75502676,-73.97085404,"(40.75502676, -73.97085404)"
"1992","SIX LOUNGE LLC","HARLEM FOOD BAR","2100 FREDERICK DOUGLAS BLVD","","NEW YORK","NY",10026,40.80284116,-73.9564034,"(40.80284116, -73.9564034)"
"1993","PHYSICAL ONION LLC","HARDWARE BAR","697 10TH AVE","","NEW YORK","NY",10036,40.76318631,-73.99287145,"(40.76318631, -73.99287145)"
"1994","OVERTIME 1ST AVENUE CORP","PRIME ONE 16 E. HARLEM NYC","2257 1ST AVE","","NEW YORK","NY",10029,40.79592082,-73.93548289,"(40.79592082, -73.93548289)"
"1995","54 BELOW LLC","54 BELOW","254 W 54TH ST","","NEW YORK","NY",10019,40.76430223,-73.98310953,"(40.76430223, -73.98310953)"
"1996","TNN ENTERPRISES LLC","TIR NA NOG 39TH STREET","315 W 39TH ST","","NEW YORK","NY",10018,40.75551203,-73.99162738,"(40.75551203, -73.99162738)"
"1997","102 AVENUE C LLC","EDI THE WOLF","102 AVENUE C","AKA 230 EAST 7TH ST","NEW YORK","NY",10009,40.72397988,-73.97891566,"(40.72397988, -73.97891566)"
"1998","1431 FIRST AVENUE CORP","NUMERO 28","1431 1ST AVE","","NEW YORK","NY",10021,40.76955407,-73.95470492,"(40.76955407, -73.95470492)"
"1999","COVE LOUNGE INC","COVE LOUNGE","325B LENOX AVE","","NEW YORK","NY",10027,40.80871317,-73.94488447,"(40.80871317, -73.94488447)"
"2000","AMBLESIDE PARTNERS LLC","","281 LAFAYETTE ST","","NEW YORK","NY",10012,40.72406741,-73.99613309,"(40.72406741, -73.99613309)"
"2001","CDT LUDLOW INC","LEFTFIELD","87 LUDLOW ST","","NEW YORK","NY",10002,40.71817023,-73.98931992,"(40.71817023, -73.98931992)"
