"","Premises.Name","Doing.Business.As..DBA.","Actual.Address.of.Premises..Address1.","Additional.Address.Information..Address2.","City","State","Zip","Latitude","Longitude","Location"
"2002","A & P RESTAURANT CORP","REMEDY DINER","245 E HOUSTON ST","A/K/A 190 NORFOLK ST","NEW YORK","NY",10002,40.72189423,-73.98551388,"(40.72189423, -73.98551388)"
"2003","DUCKS EATERY EV LLC","DUCKS EATERY","351 E 12TH ST","","NEW YORK","NY",10003,40.73051841,-73.98472463,"(40.73051841, -73.98472463)"
"2004","FSE INC","AMICI II","165 MULBERRY ST","","NEW YORK","NY",10013,40.71978716,-73.99710357,"(40.71978716, -73.99710357)"
"2005","LEAD TO GOLD INC","POURING RIBBONS","225 AVENUE B 2ND FL","","NEW YORK","NY",10009,40.7288688,-73.97844025,"(40.7288688, -73.97844025)"
"2006","CHELSEA 28TH STREET LLC","FAIRFIELD INN & SUITES BY CHELSEA","116 W 28TH ST","","NEW YORK","NY",10001,40.74625515,-73.99102519,"(40.74625515, -73.99102519)"
"2007","CAFE BLOSSOM INC","","41 43 CARMINE ST","","NEW YORK","NY",10014,40.72996724,-74.00357765,"(40.72996724, -74.00357765)"
"2008","TGD GROUP INC","BOTTEGA","233 E 70TH ST","","NEW YORK","NY",10021,40.76810962,-73.96079328,"(40.76810962, -73.96079328)"
"2009","LDV 16 LLC","THE LATELY","357 WEST 16TH ST","","NEW YORK","NY",10011,40.74174234,-74.00314237,"(40.74174234, -74.00314237)"
"2010","64TH & 3RD ENTERPRISES LLC","TONY'S DINAPOLI","1081 3RD AVE","","NEW YORK","NY",10065,40.76438782,-73.96449933,"(40.76438782, -73.96449933)"
"2011","AURA LLC AND SCOTT STERNICK AND RICHARD WINCKELMAN","MICKEY SPILLANE'S HELL'S KITCHEN NYC","350 W 49TH ST","","NEW YORK","NY",10019,40.76226561,-73.98799394,"(40.76226561, -73.98799394)"
"2012","AGEHA JAPANESE FUSION INC","","767 9TH AVE","","NEW YORK","NY",10019,40.76432263,-73.98831567,"(40.76432263, -73.98831567)"
"2013","PARK STONE VENTURE LTD","TAVERN 29","47 EAST 29TH ST","","NEW YORK","NY",10016,40.74441835,-73.9847565,"(40.74441835, -73.9847565)"
"2014","RUMHOUSE 47 LLC, THE","COCK & BULL","23 W 45TH ST","","NEW YORK","NY",10036,40.75571367,-73.9802228,"(40.75571367, -73.9802228)"
"2015","PLAN A GROUP LLC","FORGETMENOT","138 DIVISION ST","","NEW YORK","NY",10002,40.71448421,-73.99117944,"(40.71448421, -73.99117944)"
"2016","511 E 5TH STREET LLC","GOAT TOWN","511 E 5TH ST","","NEW YORK","NY",10009,40.72472291,-73.98409106,"(40.72472291, -73.98409106)"
"2017","WESTSIDE TM CORPORATION","WEST END BAR & GRILL","813 8TH AVE","","NEW YORK","NY",10019,40.76193228,-73.98634084,"(40.76193228, -73.98634084)"
"2018","117 W ENT CORP","ANGELO'S PIZZA","117 W 57TH ST","","NEW YORK","NY",10019,40.76453539,-73.97770389,"(40.76453539, -73.97770389)"
"2019","CAFE TALLULAH LLC","CAFE TALLULAH","240 COLUMBUS AVE","AKA 101 WEST 71ST STREET","NEW YORK","NY",10023,40.77674928,-73.97926075,"(40.77674928, -73.97926075)"
"2020","JUBILEE FIRST AVENUE CORPORATION","JUBILEE","946 948 1ST AVE","","NEW YORK","NY",10022,40.75520486,-73.96516918,"(40.75520486, -73.96516918)"
"2021","EAST CLINTON RESTAURANT CORP","MAX RESTAURANT","236 238 E 53RD ST","","NEW YORK","NY",10022,40.757318,-73.96850219,"(40.757318, -73.96850219)"
"2022","BEER AUTHORITY INC","","613 8TH AVE","","NEW YORK","NY",10018,40.75576359,-73.99083598,"(40.75576359, -73.99083598)"
"2023","667 TENTH AVENUE CORP","DBL","667 10TH AVE","","NEW YORK","NY",10036,40.7625194,-73.99335883,"(40.7625194, -73.99335883)"
"2024","SOCIAL 8TH AVE CORP","SOCIAL","795 8TH AVE","","NEW YORK","NY",10019,40.76134606,-73.98677805,"(40.76134606, -73.98677805)"
"2025","246 EAST 44TH RESTAURANT INC","ALCALA RESTAURANTE","246 EAST 44TH ST","","NEW YORK","NY",10017,40.75162398,-73.97243042,"(40.75162398, -73.97243042)"
"2026","LATTITUDE WESTSIDE CORP","LATTITUDE","783 8TH AVE","","NEW YORK","NY",10036,40.76082302,-73.98717461,"(40.76082302, -73.98717461)"
"2027","CANDLE WEST LLC","CANDLE CAFE WEST","2427 2429 BROADWAY STORE 5","","NEW YORK","NY",10024,40.79056556,-73.97488954,"(40.79056556, -73.97488954)"
"2028","DRINKING WITH GOOD DOUGH LLC","FORMERLY CROW'S","85 WASHINGTON PL","","NEW YORK","NY",10011,40.73204862,-73.9999758,"(40.73204862, -73.9999758)"
"2029","MIKA FOOD LLC","BALABOOSTA","214 MULBERRY ST","","NEW YORK","NY",10012,40.7223309,-73.99610576,"(40.7223309, -73.99610576)"
"2030","SWINE LLC","SWINE","531 HUDSON ST","","NEW YORK","NY",10014,40.73431948,-74.00619029,"(40.73431948, -74.00619029)"
"2031","CLEW Z ANGUS USA INC","NIU NOODLE","15 GREENWICH AVE","","NEW YORK","NY",10014,40.73422618,-73.99973949,"(40.73422618, -73.99973949)"
"2032","26 BOND STREET RETAIL LLC","THE SMILE","26 BOND ST","","NEW YORK","NY",10012,40.7265239,-73.99391259,"(40.7265239, -73.99391259)"
"2033","JAIYA USA INC","JAIYA THAI & ORIENTAL RESTAURANT","1553 SECOND AVE","","NEW YORK","NY",10028,40.77440218,-73.95425993,"(40.77440218, -73.95425993)"
"2034","PENNSYLVANIA 6 NYC LLC","PENNSYLVANIA 6 NYC","31 PENN PLAZA AKA 132 W 31 ST","","NEW YORK","NY",10001,40.74969179,-73.99156323,"(40.74969179, -73.99156323)"
"2035","BARNORTH GROUP LLC","GREY LADY","77 DELANCEY ST","","NEW YORK","NY",10002,40.71899398,-73.98999905,"(40.71899398, -73.98999905)"
"2036","MUNDO NEW YORK INC","MEZETTO","205 ALLEN ST AKA 159 E HOUSTON","STORE 6","NEW YORK","NY",10002,40.72264797,-73.98885586,"(40.72264797, -73.98885586)"
"2037","HONEY RYDER LLC","KINGSTON HALL","147 149 2ND AVE","","NEW YORK","NY",10003,40.7293287,-73.9871465,"(40.7293287, -73.9871465)"
"2038","GALANGA INC","GALANGA THAI COOKING","149 W 4TH ST","","NEW YORK","NY",10012,40.73164652,-74.00085964,"(40.73164652, -74.00085964)"
"2039","PINYIN KITCHEN INC","CHOP SHOP","254 10TH AVE","","NEW YORK","NY",10001,40.74871872,-74.00340467,"(40.74871872, -74.00340467)"
"2040","45 MERCER RESTAURANT LLC","GALLI","45 MERCER ST","","NEW YORK","NY",10013,40.72143263,-74.0012752,"(40.72143263, -74.0012752)"
"2041","251 WEST 51 HOSPITALITY CORP","MCHALE'S PUB","251 W 51ST ST","","NEW YORK","NY",10019,40.76248966,-73.9846449,"(40.76248966, -73.9846449)"
"2042","ORIGINAL PUGLIA INC","PUGLIA RESTAURANT","189 HESTER ST","","NEW YORK","NY",10013,40.71809069,-73.99778296,"(40.71809069, -73.99778296)"
"2043","MUKEUNJI II INC","","34 36 W 32ND ST","","NEW YORK","NY",10001,40.74816672,-73.98792196,"(40.74816672, -73.98792196)"
"2044","BRUNO IN HARLEM INC","RISTORANTE SETTEPANI","196 LENOX AVE","","NEW YORK","NY",10026,40.80446521,-73.94778618,"(40.80446521, -73.94778618)"
"2045","MIDDLE BRANCH LLC","","154 EAST 33RD ST","","NEW YORK","NY",10016,40.74555858,-73.97979053,"(40.74555858, -73.97979053)"
"2046","LAS DELICIAS MEXICANAS CORP","","2109 3RD AVE","116TH ST AND 115TH ST","NEW YORK","NY",10029,40.79750535,-73.94035322,"(40.79750535, -73.94035322)"
"2047","75 ST MARKS PLACE LLC","HOLIDAY COCKTAIL LOUNGE","75 ST MARKS PL","","NEW YORK","NY",10003,40.72779497,-73.98577383,"(40.72779497, -73.98577383)"
"2048","HEY MAMBO LLC","BUSTAN NYC","487 AMSTERDAM AVE","","NEW YORK","NY",10024,40.78594506,-73.97626767,"(40.78594506, -73.97626767)"
"2049","SIXTH AVENUE REST'T MNGMNT LLC&LT HOSPIT'Y MNGMT","THE VINE/HUMPHREY","839 851 AVE OF THE AMERICAS","","NEW YORK","NY",10001,0,0,"(0.0, 0.0)"
"2050","YORK RESTAURANT BAR INC, THE","ANASSA TAVERNA","200 E 60TH ST","","NEW YORK","NY",10022,40.76214423,-73.96605284,"(40.76214423, -73.96605284)"
"2051","WONDERFUL RESTAURANT LLC","IL MULINO NEW YORK UPTOWN","37 EAST 60TH ST","","NEW YORK","NY",10022,40.7641159,-73.970698,"(40.7641159, -73.970698)"
"2052","KARIZMA LOUNGE CORP","","244 E 51ST ST","","NEW YORK","NY",10022,40.75601653,-73.96928678,"(40.75601653, -73.96928678)"
"2053","16 HO KING INC","JEBON","15 ST MARKS PL","","NEW YORK","NY",10003,40.72916362,-73.98902926,"(40.72916362, -73.98902926)"
"2054","RM CHEVYS LLC","CHEVYS","243 W 42ND ST","","NEW YORK","NY",10036,40.75655118,-73.98816314,"(40.75655118, -73.98816314)"
"2055","COLUMBUS REST FUND IV LLC & COLUMBIA STEAKS LLC","CENTER BAR","10 COLUMBUS CIRCLE","SPACE K4A","NEW YORK","NY",10019,40.76776571,-73.9823193,"(40.76776571, -73.9823193)"
"2056","RM EL TORITO LLC","SINIGUAL","640 3RD AVE","","NEW YORK","NY",10017,40.75011735,-73.97490564,"(40.75011735, -73.97490564)"
"2057","181 THOMPSON RESTAURANT LLC","CARBONE","181 THOMPSON ST","","NEW YORK","NY",10012,40.72788523,-74.00019783,"(40.72788523, -74.00019783)"
"2058","KAZO INC","PIERRE LOTI","300 1/2 E 52ND ST","","NEW YORK","NY",10022,40.7560901,-73.96752399,"(40.7560901, -73.96752399)"
"2059","NINOS 46 CORP","NINO'S 46","39 W 46TH ST","","NEW YORK","NY",10036,40.75655336,-73.9802661,"(40.75655336, -73.9802661)"
"2060","AMBASSAD OF LENOX NEW YORK INC","LENOX SAPHIRE","341 LENOX AVE","","NEW YORK","NY",10027,40.80917303,-73.94454257,"(40.80917303, -73.94454257)"
"2061","MELDA COMEDY LLC","GREENWICH VILLAGE COMEDY CLUB","99 MACDOUGAL ST, LOWER LEVEL","LOWER LEVEL","NEW YORK","NY",10012,0,0,"(0.0, 0.0)"
"2062","AMERICA OOTOYA INC","","6 8 W 18TH ST","","NEW YORK","NY",10011,40.73857517,-73.99211402,"(40.73857517, -73.99211402)"
"2063","HIP AT MURRAY STREET LLC","HARRY'S ITALIAN","102 NORTH END AVE","","NEW YORK","NY",10282,40.71512119,-74.01581922,"(40.71512119, -74.01581922)"
"2064","STAR DIAMOND OF INDIA LLC","STRIP HOUSE","15 WEST 44TH ST","","NEW YORK","NY",10036,40.75497913,-73.98044083,"(40.75497913, -73.98044083)"
"2065","117TH APPLE LLC","APPLEBEE'S NEIGHBORHOOD GRILL & BAR","509 513 EAST 117TH STREET","","NEW YORK","NY",10035,40.79566641,-73.93248693,"(40.79566641, -73.93248693)"
"2066","DEE GEE REST LLC","RISTORANTE DEGREZIA","227 231 E 50TH ST","","NEW YORK","NY",10022,40.75551177,-73.97004461,"(40.75551177, -73.97004461)"
"2067","INDIA HOUSE INC & MASTERPIECE CATERERS CORP","MASTERPIECE CATERERS","1 HANOVER SQ","","NEW YORK","NY",10004,40.70466405,-74.00955853,"(40.70466405, -74.00955853)"
"2068","37 EAST REST CORP","SNAFU 28","37 EAST 28TH ST","","NEW YORK","NY",10016,40.74385746,-73.98535432,"(40.74385746, -73.98535432)"
"2069","WEST BROADWAY TARAS BULBA LLC","KORCHMA TARAS BULBA","357 W BROADWAY","","NEW YORK","NY",10013,40.72288063,-74.00330597,"(40.72288063, -74.00330597)"
"2070","BD NY HOTELS LLC","","230 E 51ST ST","WEST STORE","NEW YORK","NY",10022,40.75614383,-73.9695857,"(40.75614383, -73.9695857)"
"2071","WB DUANE JAPANESE PARTNERS INC","SUSHI OF GARI TRIBECA","130 W BROADWAY AKA 153 DUANE S","1ST & 2ND FL","NEW YORK","NY",10013,40.7166908,-74.00833489,"(40.7166908, -74.00833489)"
"2072","MTK 38 INC","JAPAS 38","9 E 38TH ST","","NEW YORK","NY",10016,40.75054865,-73.98174748,"(40.75054865, -73.98174748)"
"2073","THREE BROTHERS BAKING INC","DOCKLANDS MAKO","451 12TH AVE STORE 1","AKA PIER 79","NEW YORK","NY",10018,NA,NA,""
"2074","GOETZ WINE BAR LLC","UNCORKED","344 E 59TH ST","","NEW YORK","NY",10022,40.75994907,-73.96276485,"(40.75994907, -73.96276485)"
"2075","SAKAMAI LLC","SAKAMAI","157 LUDLOW ST","","NEW YORK","NY",10002,40.72110918,-73.98781203,"(40.72110918, -73.98781203)"
"2076","ELLSFRED INC","JOSIE'S","520 E 6TH ST","","NEW YORK","NY",10009,40.7252435,-73.98342911,"(40.7252435, -73.98342911)"
"2077","PQ EAST 77TH INC","LE PAIN QUOTIDIEN","252 E 77TH ST","AKA 1477 2ND AVE","NEW YORK","NY",10028,40.63674498,-73.91852352,"(40.63674498, -73.91852352)"
"2078","STOKES & MCGINLEY INC","ALFIE'S","800 9TH AVE","","NEW YORK","NY",10019,40.76536998,-73.98755765,"(40.76536998, -73.98755765)"
"2079","MANHATTAN PROPER CONCEPTS LLC","THE MANHATTAN PROPER","6 MURRAY ST","","NEW YORK","NY",10007,40.7131815,-74.00750699,"(40.7131815, -74.00750699)"
"2080","ETHOS GALLERY 51 LLC","ETHOS","903 905 1ST AVE","","NEW YORK","NY",10022,40.75447539,-73.96570293,"(40.75447539, -73.96570293)"
"2081","JANDA LATINO 46 LLC","SANGRIA 46","338 W 46TH ST","","NEW YORK","NY",10036,40.76025614,-73.98903462,"(40.76025614, -73.98903462)"
"2082","VCM HOSPITALITY GROUP INC","83 1/2","345 349 E 83RD ST","EAST STORE","NEW YORK","NY",10028,40.77542218,-73.95199679,"(40.77542218, -73.95199679)"
"2083","CHIPOTLE MEXICAN GRILL OF COLORADO LLC","CHIPOTLE MEXICAN GRILL","275 GREENWICH ST","","NEW YORK","NY",10007,40.71521668,-74.01120247,"(40.71521668, -74.01120247)"
"2084","COMEDY CLUBHOUSE INC","","134 140 WEST 29TH ST","","NEW YORK","NY",10001,40.74731173,-73.99170119,"(40.74731173, -73.99170119)"
"2085","TS3 HOSPITALITY LLC","THE SMITH","1900 BROADWAY","","NEW YORK","NY",10023,40.77135664,-73.98203378,"(40.77135664, -73.98203378)"
"2086","NARICHE LLC","VINATERIA","2211 15 FREDERICK DOUGLAS BLVD","","NEW YORK","NY",10026,40.80664726,-73.95381048,"(40.80664726, -73.95381048)"
"2087","GREEN TREE CHINESE RESTAURANT INC","123 NIKKO","1280 AMSTERDAM AVE","","NEW YORK","NY",10027,40.81129565,-73.95777345,"(40.81129565, -73.95777345)"
"2088","BRAZIL 46 RESTAURANT ROW INC","BRAZIL GRILL","328 330 W 46TH ST","","NEW YORK","NY",10036,40.76016352,-73.98881517,"(40.76016352, -73.98881517)"
"2089","99 NOODLE CORP","THAI SELECT","472 9TH AVE","","NEW YORK","NY",10018,40.75482778,-73.9952556,"(40.75482778, -73.9952556)"
"2090","SOBA GRANDE INC","SOBA TOTTO","211 E 43RD ST","","NEW YORK","NY",10017,40.75134094,-73.97369058,"(40.75134094, -73.97369058)"
"2091","MAISON HARLEM LLC","MAISON HARLEM","341 ST NICHOLAS AVE","","NEW YORK","NY",10027,40.81201951,-73.95148653,"(40.81201951, -73.95148653)"
"2092","NYC1890 LLC","THE MILLING ROOM","446 COLUMBUS AVE","","NEW YORK","NY",10024,40.7834817,-73.97436103,"(40.7834817, -73.97436103)"
"2093","P15 LLC","CONES CAFE AND WATERMARK BAR & LOUNGE","PIER 15 SOUTH ST","","NEW YORK","NY",10038,40.70551986,-74.0019627,"(40.70551986, -74.0019627)"
"2094","408 W 15 MEMBERS LLC & BOWERY HOSPITALITY GROUP","GILDED LILY","408 410 W 15TH ST","","NEW YORK","NY",10014,0,0,"(0.0, 0.0)"
"2095","355 WM RESTAURANT INC","WISE MEN","355 BOWERY","STORE B","NEW YORK","NY",10003,40.72649068,-73.99166898,"(40.72649068, -73.99166898)"
"2096","BALCONY CAFE INC","","78 82 READE ST","","NEW YORK","NY",10007,40.71540476,-74.00749848,"(40.71540476, -74.00749848)"
"2097","161 MULBERRY RESTAURANT LLC","GELSO & GRAND ITALIAN FOOD CENTER","161 MULBERRY ST","186 GRAND ST","NEW YORK","NY",10013,40.71956533,-73.99719267,"(40.71956533, -73.99719267)"
"2098","WANDERING MINSTREL LLC","THE CUTTING ROOM","44 E 32ND ST","","NEW YORK","NY",10016,40.74628837,-73.98346118,"(40.74628837, -73.98346118)"
"2099","53RD ST FOOD LLC","BLAKE & TODD","52 E 53RD ST","","NEW YORK","NY",10022,40.75949257,-73.9736485,"(40.75949257, -73.9736485)"
"2100","ELECTRIC ROOM 16 LLC STRATEGIC DREAM LOUNGE LLC","& ELECTRIC HOSPITALITY INC","355 W 16TH ST","","NEW YORK","NY",10011,40.74171913,-74.003087,"(40.74171913, -74.003087)"
"2101","MINUS5 HH NYC INC.","MINUS5 ICE BAR","1335 AVENUE OF THE AMERICAS","","NEW YORK","NY",10019,40.76242116,-73.97856254,"(40.76242116, -73.97856254)"
"2102","ARTBLOCK LLC&976 MAD REST LLC&TAKAYAMA MGMT LLC","KAPPO MASA","976 MADISON AVE","","NEW YORK","NY",10075,40.77454405,-73.96349977,"(40.77454405, -73.96349977)"
"2103","OPAI THAI INC","OPAI THAI","722 AMSTERDAM AVE","","NEW YORK","NY",10025,40.79346685,-73.97077938,"(40.79346685, -73.97077938)"
"2104","343 BROOME STREET RESTAURANT INC","RANDOLPH BEER","343 BROOME ST","","NEW YORK","NY",10013,40.7195975,-73.99459727,"(40.7195975, -73.99459727)"
"2105","J & H RESTAURANT ASSOCIATES INC","VIVA","65 SHERMAN AVE","","NEW YORK","NY",10040,NA,NA,""
"2106","19 STANTON RESTAURANT LLC","ROCHELLE'S","19 STANTON ST","","NEW YORK","NY",10002,40.72247427,-73.99193256,"(40.72247427, -73.99193256)"
"2107","MEJO LLC","SOCARRAT","259 W 19TH ST","","NEW YORK","NY",10011,40.74234033,-73.99909356,"(40.74234033, -73.99909356)"
"2108","CRJ RESTAURANTS LLC","MAYSVILLE","15 WEST 26TH ST","","NEW YORK","NY",10010,40.74386481,-73.98919982,"(40.74386481, -73.98919982)"
"2109","TONINO 205 EAST INC","CAMPAGNA QUATTRO GATTI","205 E 81ST ST","","NEW YORK","NY",10028,40.7755243,-73.95616922,"(40.7755243, -73.95616922)"
"2110","FITZ KELOR VENTURES INC","GREY BAR & RESTAURANT","43 W 26TH ST","","NEW YORK","NY",10010,40.74416649,-73.98991242,"(40.74416649, -73.98991242)"
"2111","Z LIVE INC","Z LIVE; STAGE 48; Z BAR","605 WEST 48TH ST","MAIN BAR","NEW YORK","NY",10036,40.76483625,-73.99598635,"(40.76483625, -73.99598635)"
"2112","LUDI BRUCA INC","CAFE EVERGREEN","1367 FIRST AVE","","NEW YORK","NY",10021,40.76879669,-73.95534286,"(40.76879669, -73.95534286)"
"2113","SOUTH BEACH RESTAURANT & BAR LLC","SOUTH BEACH RESTAURANT & LOUNGE","1390 ST NICHOLAS AVE","","NEW YORK","NY",10033,40.84834436,-73.93443222,"(40.84834436, -73.93443222)"
"2114","DOUBLE D 36TH STREET LLC","PETER DILLON'S ON 36TH","385 5TH AVE","","NEW YORK","NY",10016,40.74962699,-73.98365927,"(40.74962699, -73.98365927)"
"2115","NYSTOG IMPORTS CORP","VACCA GRILL & LOUNGE","420 W 203RD ST","","NEW YORK","NY",10034,40.86132327,-73.91933193,"(40.86132327, -73.91933193)"
"2116","ST HELENE LLC","CHEZ SARDINE","183 W 10TH ST","","NEW YORK","NY",10014,40.73428038,-74.00272276,"(40.73428038, -74.00272276)"
"2117","WALKINSTOWN INC","SCALLYWAG'S IRISH PUB & RESTUARANT","508 9TH AVE","","NEW YORK","NY",10018,40.75604531,-73.99435745,"(40.75604531, -73.99435745)"
"2118","200 NINTH RESTAURANT LLC","THE MEATBALL SHOP","200 9TH AVE","","NEW YORK","NY",10011,40.74596423,-74.00169802,"(40.74596423, -74.00169802)"
"2119","MARRY THE KETCHUP INC","UPSTATE CRAFT BEER & OYSTER BAR","95 1ST AVE","","NEW YORK","NY",10003,40.72629536,-73.98623483,"(40.72629536, -73.98623483)"
"2120","ROLAND RESTAURANT GROUP INC","","9 EAST 13TH STREET","","NEW YORK","NY",10003,40.73510381,-73.99362007,"(40.73510381, -73.99362007)"
"2121","PASAPALOS INC","MARCHA COCINA BAR","4055 BROADWAY","","NEW YORK","NY",10032,40.84304548,-73.9392021,"(40.84304548, -73.9392021)"
"2122","PARK AVENUE A LLC","AINSWORTH PARK","111 E 18TH ST","AKA 225 PARK AVE S","NEW YORK","NY",10003,40.73683924,-73.98786727,"(40.73683924, -73.98786727)"
"2123","417 W INC","OPUS","417 W 202ND ST","","NEW YORK","NY",10034,40.86067004,-73.91971152,"(40.86067004, -73.91971152)"
"2124","101 WEST 57 RESTAURANT LLC","THE WAYFARER","101 W 57TH ST","","NEW YORK","NY",10019,40.76434989,-73.97726868,"(40.76434989, -73.97726868)"
"2125","FOYER LLC","BXL ZOUTE","50 W 22ND ST","","NEW YORK","NY",10010,40.74156323,-73.99171021,"(40.74156323, -73.99171021)"
"2126","MONTAS CORP, THE","EL NUEVO CARIDAD RESTAURANT","2257 2259 2ND AVE","","NEW YORK","NY",10029,40.7969165,-73.93783381,"(40.7969165, -73.93783381)"
"2127","994 COLUMBUS AVENUE CORP","ISOLA","980 COLUMBUS AVE","A/K/A  994 COLUMBUS AVENUE","NEW YORK","NY",10025,40.80077631,-73.96174644,"(40.80077631, -73.96174644)"
"2128","EBFRU LLC","THE HEADLESS HORSEMAN & ICHABODS","119 E 15TH ST","AKA 15 IRVING PLACE NY NY","NEW YORK","NY",10003,40.73471386,-73.98845396,"(40.73471386, -73.98845396)"
"2129","RESTAURANT AT CASSA NY LLC","BUTTER","66 70 W 45TH ST","","NEW YORK","NY",10036,40.75647551,-73.98207693,"(40.75647551, -73.98207693)"
"2130","DOWNTOWN DINING LLC","BOULTON & WATT","5 AVENUE A","","NEW YORK","NY",10009,40.72244047,-73.98619621,"(40.72244047, -73.98619621)"
"2131","MANTA LLC","ANNABEL","809 9TH AVE","","NEW YORK","NY",10019,40.76570891,-73.98731811,"(40.76570891, -73.98731811)"
"2132","1679 3RD AVENUE RESTAURANT CORP","THE DISTRICT","1679 3RD AVE","","NEW YORK","NY",10128,40.78389959,-73.95027043,"(40.78389959, -73.95027043)"
"2133","L H T 109 INC","LIONS HEAD TAVERN","995 AMSTERDAM AVE","","NEW YORK","NY",10025,40.80221033,-73.964398,"(40.80221033, -73.964398)"
"2134","G CHEW LLC","CICCIO","190 6TH AVE","","NEW YORK","NY",10013,40.72599588,-74.00374437,"(40.72599588, -74.00374437)"
"2135","AMBIANCE WINE LLC","VELLA","1480 2ND AVE AKA 303 E 77TH ST","","NEW YORK","NY",10075,40.77202902,-73.95598824,"(40.77202902, -73.95598824)"
"2136","AP & SS RESTAURANT GROUP LLC","THE SEA FIRE GRILL","160 EAST 48TH ST","","NEW YORK","NY",10017,40.75495742,-73.97260727,"(40.75495742, -73.97260727)"
"2137","TM 568 CORPORATION","IVY","944 8TH AVE","","NEW YORK","NY",10019,40.76594549,-73.98342039,"(40.76594549, -73.98342039)"
"2138","THREE AMIGOS SJL REST INC","CHEETAH'S NYC","252 W 43RD ST","","NEW YORK","NY",10036,40.75732795,-73.98796562,"(40.75732795, -73.98796562)"
"2139","116 AVENUE C RESTAURANT LLC","THE THIRD MAN","116 AVENUE C","SOUTH RETAIL STORE","NEW YORK","NY",10009,40.72440625,-73.97860664,"(40.72440625, -73.97860664)"
"2140","HANJAN LLC","","36 W 26TH ST","","NEW YORK","NY",10010,40.74405297,-73.98964427,"(40.74405297, -73.98964427)"
"2141","NAVIC INVEST GROUP LLC","TABOO","408 8TH AVE","","NEW YORK","NY",10001,NA,NA,""
"2142","TRIBECA RESTAURANT LLC","BENARES","45 MURRAY ST","","NEW YORK","NY",10007,40.71405792,-74.00940487,"(40.71405792, -74.00940487)"
"2143","FLATIRON ROOM OPERATIONS LLC","THE FLATIRON ROOM","37 WEST 26TH ST","","NEW YORK","NY",10010,40.74410184,-73.98975972,"(40.74410184, -73.98975972)"
"2144","HENG HUAT INC","VIV","138 E 34TH ST","","NEW YORK","NY",10016,40.74637424,-73.9796608,"(40.74637424, -73.9796608)"
"2145","NACO NYC LLC","EL TORO BLANCO","10 DOWNING ST","","NEW YORK","NY",10014,40.72967307,-74.00259826,"(40.72967307, -74.00259826)"
"2146","CHEF DRIVEN MARKET LLC","THE PAVILION","20 UNION SQUARE W","","NEW YORK","NY",10003,40.73616516,-73.9910297,"(40.73616516, -73.9910297)"
"2147","TGM 21 INC","MISS KOREA","10 WEST 32ND ST 3RD FLOOR","","NEW YORK","NY",10001,40.74741247,-73.98612159,"(40.74741247, -73.98612159)"
"2148","RA HERALD SQUARE LLC","STELLA 34","151 W 34TH ST","6TH FLOOR","NEW YORK","NY",10001,40.75042614,-73.98931734,"(40.75042614, -73.98931734)"
"2149","192 TM THIRD TAVERN LLC","TRIONA'S","192 3RD AVE","","NEW YORK","NY",10003,40.73543235,-73.98560795,"(40.73543235, -73.98560795)"
"2150","BIROTE CORPORATION","EL MITOTE","208 COLUMBUS AVE","","NEW YORK","NY",10023,40.77578544,-73.97997426,"(40.77578544, -73.97997426)"
"2151","K TOWN 32 CORP","K TOWN","34 W 32ND ST","","NEW YORK","NY",10001,40.7481087,-73.98778347,"(40.7481087, -73.98778347)"
"2152","3KAD LLC","DRAUGHT 55","245 E 55TH ST","","NEW YORK","NY",10022,40.75851606,-73.96746519,"(40.75851606, -73.96746519)"
"2153","530 2ND AVE WINE BAR CORP","VANGUARD WINE BAR","530 2ND AVE","","NEW YORK","NY",10016,40.74192036,-73.97795218,"(40.74192036, -73.97795218)"
