"","X.2","X.1","X","DBA","BUILDING","STREET","ZIPCODE","CUISINE.DESCRIPTION","ADDRESS","lon","lat"
"2993",3207,4865,4865,"MEXICUE","1440","BROADWAY",10018,"Others","1440, BROADWAY, New York, NY",-73.9865279,40.754585
"2994",3208,4867,4867,"DIVE BAR","732","AMSTERDAM AVENUE",10025,"American","732, AMSTERDAM AVENUE, New York, NY",-73.9708126,40.7939714
"2995",3209,4868,4868,"BLOOMS DELICATESSEN AND RESTAURANT","124","EAST   40 STREET",10016,"American","124, EAST   40 STREET, New York, NY",-73.9773555,40.7501741
"2996",3210,4869,4869,"GIGINO TRATTORIA","323","GREENWICH STREET",10013,"Italian","323, GREENWICH STREET, New York, NY",-74.01048,40.7172787
"2997",3211,4871,4871,"SALVO'S","1477","YORK AVENUE",10075,"Others","1477, YORK AVENUE, New York, NY",-73.9510926,40.7709321
"2998",3212,4875,4875,"EASTFIELD'S","1479","YORK AVE",10075,"American","1479, YORK AVE, New York, NY",-73.9510677,40.7709905
"2999",3213,4876,4876,"JAKE'S SALOON","202","9 AVENUE",10011,"American","202, 9 AVENUE, New York, NY",-74.0014362,40.7459597
"3000",3214,4877,4877,"ANDREWS COFFEE SHOP","463","7 AVENUE",10018,"American","463, 7 AVENUE, New York, NY",-73.9896961,40.7516989
"3001",3215,4878,4878,"SHANGHAI HEPING RESTAURANT","104","MOTT STREET",10013,"Chinese","104, MOTT STREET, New York, NY",-73.9971143,40.717498
"3002",3216,4879,4879,"THE CUPPING ROOM","359","WEST BROADWAY",10013,"American","359, WEST BROADWAY, New York, NY",-74.0030486,40.723
"3003",3217,4881,4881,"STARBUCKS","2045","BROADWAY",10023,"Others","2045, BROADWAY, New York, NY",-73.9826311,40.7777705
"3004",3218,4883,4883,"FP BAKERY","200","WEST STREET",10282,"Others","200, WEST STREET, New York, NY",-74.0144968,40.7148544
"3005",3219,4885,4885,"NEW YORK OPEN CENTER","22","EAST 30 STREET",10016,"American","22, EAST 30 STREET, New York, NY",-73.9853674,40.7453015
"3006",3220,4886,4886,"TOTTO RAMEN","248","E 52ND ST",10022,"Japanese","248, E 52ND ST, New York, NY",-73.9681839,40.7561477
"3007",3221,4887,4887,"A.R.E.B.A.-CASRIEL","500","WEST   57 STREET",10019,"American","500, WEST   57 STREET, New York, NY",-73.9889945,40.7689718
"3008",3222,4888,4888,"ORIENT EXPRESS","325","WEST   11 STREET",10014,"Others","325, WEST   11 STREET, New York, NY",-74.0075131,40.7358593
"3009",3223,4890,4890,"BENSON'S NYC","181","ESSEX ST",10002,"American","181, ESSEX ST, New York, NY",-73.9866613,40.7219684
"3010",3224,4892,4892,"DOWNTOWN BAKERY II MEXICAN FOOD","69","1 AVENUE",10003,"Others","69, 1 AVENUE, New York, NY",-73.987158,40.7254414
"3011",3225,4894,4894,"SHUN LEE","37","WEST   65 STREET",10023,"Chinese","37, WEST   65 STREET, New York, NY",-73.9812519,40.7728753
"3012",3226,4895,4895,"LOTUS CAFE","151","DYCKMAN ST",10040,"Others","151, DYCKMAN ST, New York, NY",-73.9256718,40.8634702
"3013",3227,4896,4896,"CHOP'T","24","EAST   17 STREET",10003,"Others","24, EAST   17 STREET, New York, NY",-73.9909731,40.7372758
"3014",3228,4897,4897,"EAST SIDE DINER","352","E 23RD ST",10010,"American","352, E 23RD ST, New York, NY",-73.9790888,40.7368694
"3015",3229,4898,4898,"CULTURE ESPRESSO","72","WEST   38 STREET",10018,"Others","72, WEST   38 STREET, New York, NY",-73.9857349,40.7520936
"3016",3230,4899,4899,"OSTERIA SERAFINA","38","EAST   58 STREET",10022,"Italian","38, EAST   58 STREET, New York, NY",-73.9716604,40.7626988
"3017",3231,4900,4900,"VIVI BUBBLE TEA","170","WEST   23 STREET",10011,"Chinese","170, WEST   23 STREET, New York, NY",-73.9953177,40.7436585
"3018",3233,4902,4902,"EMPANADA MAMA","765","9TH AVE",10019,"Others","765, 9TH AVE, New York, NY",-73.9885354,40.7644307
"3019",3235,4904,4904,"STARBUCKS","518","HUDSON STREET",10014,"Others","518, HUDSON STREET, New York, NY",-74.0060729,40.7336839
"3020",3237,4906,4906,"HOT SICHUAN","130","9TH AVE",10011,"Chinese","130, 9TH AVE, New York, NY",-74.0032266,40.7435114
"3021",3238,4907,4907,"BARBARESCO","843","LEXINGTON AVENUE",10065,"Italian","843, LEXINGTON AVENUE, New York, NY",-73.9655666,40.7653841
"3022",3239,4908,4908,"CHIKARASHI","227","CANAL ST",10013,"Japanese","227, CANAL ST, New York, NY",-73.9994468,40.7179451
"3023",3240,4909,4909,"LINCOLN FRIED CHICKEN","576","W 125TH ST",10027,"Others","576, W 125TH ST, New York, NY",-73.9581293,40.8150606
"3024",3241,4911,4911,"GENE'S RESTURANT","73","WEST   11 STREET",10011,"Italian","73, WEST   11 STREET, New York, NY",-73.997752,40.735371
"3025",3242,4912,4912,"STARBUCKS","2929","BROADWAY",10025,"Others","2929, BROADWAY, New York, NY",-73.964973,40.807124
"3026",3243,4913,4913,"El Rancho Vegano","2270","2ND AVE",10035,"Others","2270, 2ND AVE, New York, NY",-73.937245,40.7972942
"3027",3244,4914,4914,"CHIPOTLE MEXICAN GRILL","1153","3 AVENUE",10065,"Others","1153, 3 AVENUE, New York, NY",-73.9624664,40.7666592
"3028",3245,4915,4915,"JUST FOR FEN","229","1ST AVE",10003,"Chinese","229, 1ST AVE, New York, NY",-73.9830833,40.7311085
"3029",3246,4916,4916,"CALEDONIA","424","AMSTERDAM AVE",10024,"American","424, AMSTERDAM AVE, New York, NY",-73.977919,40.784163
"3030",3247,4917,4917,"CATA","245","BOWERY ST",10002,"Others","245, BOWERY ST, New York, NY",-73.9927592,40.7226062
"3031",3248,4918,4918,"SUSHI SAMBA #7","87","7 AVENUE SOUTH",10014,"Japanese","87, 7 AVENUE SOUTH, New York, NY",-74.0031348,40.7326111
"3032",3249,4919,4919,"MI-NE SUSHI TOTOYA","496","6TH AVE",10011,"Japanese","496, 6TH AVE, New York, NY",-73.9972929,40.7362711
"3033",3250,4921,4921,"ATLANTIC THEATER (van Beuren Kass Bar)","336","W 20TH ST",10011,"Others","336, W 20TH ST, New York, NY",-74.0015856,40.7438959
"3034",3251,4922,4922,"POSH","405","WEST 51 STREET",10019,"American","405, WEST 51 STREET, New York, NY",-73.9889027,40.7645214
"3035",3252,4923,4923,"STARBUCKS","125 - 135","EAST  57 STREET",10022,"Others","125 - 135, EAST  57 STREET, New York, NY",-73.9694267,40.7613679
"3036",3253,4924,4924,"LAKE COMO PIZZA","2549","AMSTERDAM AVENUE",10033,"Pizza","2549, AMSTERDAM AVENUE, New York, NY",-73.9282399,40.8513871
"3037",3254,4926,4926,"PYLOS","128","EAST    7 STREET",10009,"Others","128, EAST    7 STREET, New York, NY",-73.9841278,40.7260925
"3038",3255,4927,4927,"PASTAFINA","876","LEXINGTON AVE",10065,"Others","876, LEXINGTON AVE, New York, NY",-73.9654403,40.7663597
"3039",3256,4928,4928,"MCDONALD'S RESTAURANT","1871","2ND AVE",10029,"Others","1871, 2ND AVE, New York, NY",-73.9471185,40.784701
"3040",3257,4930,4930,"VILLAGE PIZZA","65","8 AVENUE",10014,"Pizza","65, 8 AVENUE, New York, NY",-74.0031652,40.7392599
"3041",3258,4931,4931,"THE RUSSIAN TEA ROOM","150","WEST   57 STREET",10019,"Others","150, WEST   57 STREET, New York, NY",-73.9794933,40.7649085
"3042",3259,4932,4932,"GUY & GALLARD 8","180","MADISON AVENUE",10016,"American","180, MADISON AVENUE, New York, NY",-73.983485,40.7476205
"3043",3260,4933,4933,"CHEEKY SANDWICHES","35","ORCHARD STREET",10002,"Others","35, ORCHARD STREET, New York, NY",-73.9916861,40.7157559
"3044",3261,4934,4934,"MALII","2028","2ND AVE",10029,"Others","2028, 2ND AVE, New York, NY",-73.9429855,40.789435
"3045",3262,4935,4935,"HOLIDAY INN EXPRESS","538","WEST 48TH STREET",10036,"Others","538, WEST 48TH STREET, New York, NY",-73.9945268,40.7639495
"3046",3263,4936,4936,"TIO PIO WEST","46","WEST   36 STREET",10018,"Others","46, WEST   36 STREET, New York, NY",-73.9855855,40.750302
"3047",3264,4937,4937,"CIRCA TABAC","32","WATTS STREET",10013,"American","32, WATTS STREET, New York, NY",-74.0043525,40.7236469
"3048",3265,4938,4938,"WHITMAN & BLOOM","384","3 AVENUE",10016,"American","384, 3 AVENUE, New York, NY",-73.9814189,40.7418459
"3049",3266,4939,4939,"YAMA","308","EAST   49 STREET",10017,"Japanese","308, EAST   49 STREET, New York, NY",-73.9684709,40.7538634
"3050",3267,4940,4940,"PARDON MY FRENCH","103","AVENUE B",10009,"Others","103, AVENUE B, New York, NY",-73.9811894,40.7247101
"3051",3268,4941,4941,"RACQUET & TENNIS CLUB","370","PARK AVENUE",10022,"American","370, PARK AVENUE, New York, NY",-73.9732838,40.7588047
"3052",3269,4942,4942,"CARLOW EAST","1254","LEXINGTON AVENUE",10028,"American","1254, LEXINGTON AVENUE, New York, NY",-73.9564863,40.7786665
"3053",3270,4943,4943,"AFRICAN AMERICAN BEST FOOD","410","LENOX AVENUE",10037,"Others","410, LENOX AVENUE, New York, NY",-73.9425941,40.8110812
"3054",3271,4944,4944,"HALAH KITCHEN","2135","2ND AVE",10029,"Chinese","2135, 2ND AVE, New York, NY",-73.9409189,40.7931515
"3055",3272,4945,4945,"RIOSSI PIZZA","4417","BROADWAY",10040,"Pizza","4417, BROADWAY, New York, NY",-73.9334853,40.8556939
"3056",3273,4946,4946,"KEY BAR","432","EAST   13 STREET",10009,"American","432, EAST   13 STREET, New York, NY",-73.9818781,40.7299046
"3057",3274,4947,4947,"CHARLIE'S PLACE & SUSHI","1960","MADISON AVE",10035,"Japanese","1960, MADISON AVE, New York, NY",-73.940563,40.8062204
"3058",3275,4948,4948,"HOT & CRUSTY","2393","BROADWAY",10024,"American","2393, BROADWAY, New York, NY",-73.9758531,40.7895403
"3059",3276,4949,4949,"SHARAKU JAPANESE RESTAURANT","14","STUYVESANT STREET",10003,"Japanese","14, STUYVESANT STREET, New York, NY",-73.9890654,40.7297462
"3060",3277,4950,4950,"VILLA BERULIA","107","EAST   34 STREET",10016,"Italian","107, EAST   34 STREET, New York, NY",-73.9805395,40.7469315
"3061",3278,4951,4951,"PETE'S TAVERN","129","EAST   18 STREET",10003,"American","129, EAST   18 STREET, New York, NY",-73.9866989,40.7364959
"3062",3279,4952,4952,"STARBUCKS","48","WEST   73 STREET",10023,"Others","48, WEST   73 STREET, New York, NY",-73.977918,40.7779436
"3063",3280,4953,4953,"YOURS TRULY","8","SPRING ST",10012,"Others","8, SPRING ST, New York, NY",-73.994496,40.720985
"3064",3281,4955,4955,"BELL BOOK & CANDLE","141","WEST   10 STREET",10014,"American","141, WEST   10 STREET, New York, NY",-74.0008853,40.734686
"3065",3282,4956,4956,"Tali","77","LEXINGTON AVE",10010,"Italian","77, LEXINGTON AVE, New York, NY",-73.9832095,40.7412123
"3066",3283,4957,4957,"POULETTE","790","9TH AVE",10019,"Others","790, 9TH AVE, New York, NY",-73.9875712,40.7649112
"3067",3284,4958,4958,"MAMO RESTAURANT","323","W BROADWAY",10013,"Italian","323, W BROADWAY, New York, NY",-74.0039152,40.7219097
"3068",3285,4961,4961,"L'YBANE BAR RESTAURANT","709","8 AVENUE",10036,"Others","709, 8 AVENUE, New York, NY",-73.9888296,40.7591212
"3069",3286,4962,4962,"MEI YU SPRING RESTAURANT","29","CATHERINE STREET",10038,"Chinese","29, CATHERINE STREET, New York, NY",-73.9969739,40.7125434
"3070",3287,4963,4963,"The Spotted Dog","1154","1 AVENUE",10065,"American","1154, 1 AVENUE, New York, NY",-73.9597465,40.7621934
"3071",3288,4964,4964,"VIVOLO","138140","EAST   74 STREET",10021,"Italian","138140, EAST   74 STREET, New York, NY",-73.9617546,40.7718397
"3072",3289,4965,4965,"The Milton","1754","2ND AVE",10128,"American","1754, 2ND AVE, New York, NY",-73.9489553,40.781221
"3073",3290,4966,4966,"PRETTO CAFFE E CUCINA","417","AMSTERDAM AVENUE",10024,"Italian","417, AMSTERDAM AVENUE, New York, NY",-73.9777007,40.7836064
"3074",3291,4967,4967,"POKEWORKS","23","E 15TH ST",10003,"Others","23, E 15TH ST, New York, NY",-73.9918111,40.736138
"3075",3292,4969,4969,"ABIGAEL'S ON BROADWAY","1407","BROADWAY",10018,"Others","1407, BROADWAY, New York, NY",-73.9876311,40.7534093
"3076",3293,4970,4970,"DELI & GROCERY","666","6TH AVENUE",10010,"Others","666, 6TH AVENUE, New York, NY",-73.9936889,40.7412806
"3077",3294,4971,4971,"FONDA","40","AVENUE B",10009,"Others","40, AVENUE B, New York, NY",-73.9830718,40.7228922
"3078",3295,4972,4972,"RAIN II","1095","SAINT NICHOLAS AVE",10032,"Others","1095, SAINT NICHOLAS AVE, New York, NY",-73.9401096,40.8383524
"3079",3297,4974,4974,"SUBWAY","106","GREENWICH STREET",10006,"Others","106, GREENWICH STREET, New York, NY",-74.0136127,40.7085336
"3080",3298,4975,4975,"EMPELLON","230","WEST    4 STREET",10014,"Others","230, WEST    4 STREET, New York, NY",-74.0031469,40.7341333
"3081",3299,4976,4976,"BUTCHER BAR","146","ORCHARD ST",10002,"American","146, ORCHARD ST, New York, NY",-73.988739,40.72051
"3082",3300,4977,4977,"KATSUHAMA 47","11","EAST 47 STREET",10017,"Japanese","11, EAST 47 STREET, New York, NY",-73.977654,40.7564414
"3083",3301,4978,4978,"JOE: THE ART OF COFFEE","405","WEST   23 STREET",10011,"Others","405, WEST   23 STREET, New York, NY",-74.0015324,40.7468114
"3084",3302,4979,4979,"UNDERWEST","638","W 47TH ST",10036,"Others","638, W 47TH ST, New York, NY",-73.9980848,40.7644734
"3085",3303,4980,4980,"SUBWAY","971","AMSTERDAM AVE",10025,"Others","971, AMSTERDAM AVE, New York, NY",-73.9647057,40.801433
"3086",3304,4981,4981,"PARKSIDE LOUNGE","317","EAST HOUSTON STREET",10002,"American","317, EAST HOUSTON STREET, New York, NY",-73.9832555,40.7209875
"3087",3305,4982,4982,"THE RUM HOUSE","228","WEST   47 STREET",10036,"American","228, WEST   47 STREET, New York, NY",-73.9863504,40.7596825
"3088",3306,4983,4983,"MURPHY'S TAVERN","6","STONE STREET",10004,"American","6, STONE STREET, New York, NY",-74.012469,40.7039279
"3089",3307,4984,4984,"TED'S MONTANA GRILL","110","WEST   51 STREET",10019,"American","110, WEST   51 STREET, New York, NY",-73.9808907,40.7607188
"3090",3308,4985,4985,"MARK FORGIONE","134","READE STREET",10013,"American","134, READE STREET, New York, NY",-74.009516,40.7165628
"3091",3309,4987,4987,"PICK-A-BAGEL/DUMPLING ROOM","35","WEST END AVENUE",10023,"American","35, WEST END AVENUE, New York, NY",-73.989629,40.7732183
"3092",3310,4989,4989,"DIG INN","133","W 38TH ST",10018,"American","133, W 38TH ST, New York, NY",-73.9877171,40.753173
"3093",3311,4991,4991,"TIMES DELI & CAFE","158","WEST 44 STREET",10036,"Others","158, WEST 44 STREET, New York, NY",-73.9854346,40.7569145
"3094",3312,4993,4993,"BRYANT PARK GRILL","25","WEST 40TH STREET",10018,"American","25, WEST 40TH STREET, New York, NY",-73.982957,40.7531999
"3095",3313,4995,4995,"SUBWAY","2699","BROADWAY",10025,"Others","2699, BROADWAY, New York, NY",-73.9689554,40.7991184
"3096",3314,4996,4996,"CRAVE SANDWICHES","1120","AVENUE OF THE AMERICAS",10036,"Others","1120, AVENUE OF THE AMERICAS, New York, NY",-73.982848,40.7556064
"3097",3315,4997,4997,"THE FLYING COCK PUB","497","3RD AVE",10016,"Others","497, 3RD AVE, New York, NY",-73.9780672,40.7452687
"3098",3316,4998,4998,"FREDERIC FEKKAI NEW YORK","712","5 AVENUE",10019,"American","712, 5 AVENUE, New York, NY",-73.9750368,40.7622826
"3099",3317,4999,4999,"LENWICH","32","WATER ST",10004,"Others","32, WATER ST, New York, NY",-74.0109391,40.7033223
"3100",3318,5000,5000,"INATESSO PIZZA BAR CASANO","28","WEST STREET",10004,"Others","28, WEST STREET, New York, NY",-74.0171921,40.7061155
"3101",3319,5001,5001,"THE KEG ROOM","53","WEST   36 STREET",10018,"Others","53, WEST   36 STREET, New York, NY",-73.9858948,40.7508381
"3102",3320,5002,5002,"NEW WONG ASIAN FOOD","1217","1ST AVE",10065,"Chinese","1217, 1ST AVE, New York, NY",-73.9592414,40.7639737
"3103",3321,5003,5003,"MENDY'S","109","EAST   42 STREET",10017,"Others","109, EAST   42 STREET, New York, NY",-73.9762995,40.7520617
"3104",3322,5004,5004,"MURPHY'S LAW","417","EAST   70 STREET",10021,"Others","417, EAST   70 STREET, New York, NY",-73.9556697,40.7661695
"3105",3323,5005,5005,"CALIENTE CAB CO","61","7 AVENUE SOUTH",10014,"Others","61, 7 AVENUE SOUTH, New York, NY",-74.003548,40.7318202
"3106",3324,5006,5006,"COOPER'S CRAFT & KITCHEN","87","2 AVENUE",10003,"American","87, 2 AVENUE, New York, NY",-73.989202,40.72705
"3107",3325,5007,5007,"ORAMEN","579","AVENUE OF THE AMERICAS",10011,"Japanese","579, AVENUE OF THE AMERICAS, New York, NY",-73.995973,40.7390084
"3108",3326,5008,5008,"FINANCIER PATISSERIE","983","1 AVENUE",10022,"Others","983, 1 AVENUE, New York, NY",-73.9646618,40.7563665
"3109",3327,5009,5009,"MASTRO'S STEAKHOUSE","1285","AVENUE OF THE AMERICAS",10019,"Others","1285, AVENUE OF THE AMERICAS, New York, NY",-73.9799683,40.7609645
"3110",3328,5010,5010,"GENA'S GRILL","210","1 AVENUE",10009,"Others","210, 1 AVENUE, New York, NY",-73.98298,40.7303313
"3111",3329,5011,5011,"STARBUCKS","330","MADISON AVENUE",10017,"Others","330, MADISON AVENUE, New York, NY",-73.9794042,40.7533284
"3112",3330,5012,5012,"CHELSEA BELL","260","W 26TH ST",10001,"American","260, W 26TH ST, New York, NY",-73.9967074,40.7468602
"3113",3332,5014,5014,"MR. FONG'S","40","MARKET ST",10002,"American","40, MARKET ST, New York, NY",-73.994113,40.71244
"3114",3333,5015,5015,"FINESTRA","1370","YORK AVENUE",10021,"Italian","1370, YORK AVENUE, New York, NY",-73.9528696,40.7675092
"3115",3334,5016,5016,"MOLLY'S","287","3 AVENUE",10010,"Others","287, 3 AVENUE, New York, NY",-73.9832095,40.7382398
"3116",3335,5017,5017,"LEE CHUNG CAFE","82","MADISON STREET",10002,"Chinese","82, MADISON STREET, New York, NY",-73.9963402,40.7120302
"3117",3336,5018,5018,"CLOCK WORK","21","ESSEX STREET",10002,"American","21, ESSEX STREET, New York, NY",-73.9900742,40.7153806
"3118",3337,5019,5019,"CARACAS AREPA /TO GO","91","EAST    7 STREET",10009,"Others","91, EAST    7 STREET, New York, NY",-73.9854223,40.7269655
"3119",3338,5020,5020,"WENDY'S","3939","BROADWAY",10032,"American","3939, BROADWAY, New York, NY",-73.9415434,40.8391424
"3120",3339,5021,5021,"129 GOURMET DELI & GROCERY","129","E 45TH ST",10017,"American","129, E 45TH ST, New York, NY",-73.9742848,40.7533859
"3121",3340,5022,5022,"BLACK ROCK CAFE","51","WEST   52 STREET",10019,"American","51, WEST   52 STREET, New York, NY",-73.9787406,40.7611474
"3122",3341,5024,5024,"STARBUCKS","220","EAST   42 STREET",10017,"Others","220, EAST   42 STREET, New York, NY",-73.9732203,40.7498855
"3123",3342,5025,5025,"TASTY DUMPLING","42","MULBERRY ST",10013,"Chinese","42, MULBERRY ST, New York, NY",-73.999508,40.7149512
"3124",3343,5026,5026,"FRESCO 57","881","10 AVENUE",10019,"American","881, 10 AVENUE, New York, NY",-73.9886043,40.7695531
"3125",3345,5028,5028,"SOCIETY BILLARDS AND BAR","10","EAST   21 STREET",10010,"American","10, EAST   21 STREET, New York, NY",-73.9900818,40.7398848
"3126",3346,5029,5029,"CAGEN","414","EAST 9 STREET",10009,"Japanese","414, EAST 9 STREET, New York, NY",-73.9842655,40.7277338
"3127",3347,5031,5031,"BREAD & BUTTER","419","PARK AVE S",10016,"American","419, PARK AVE S, New York, NY",-73.9833014,40.7436572
"3128",3348,5032,5032,"CANARD INC","503","WEST   43 STREET",10036,"American","503, WEST   43 STREET, New York, NY",-73.9953302,40.7607254
"3129",3349,5033,5033,"AMY'S RESTAURANT","586","W 207TH ST",10034,"Others","586, W 207TH ST, New York, NY",-73.9210771,40.8669062
"3130",3350,5034,5034,"PJ MORANS","3","EAST   48 STREET",10017,"Others","3, EAST   48 STREET, New York, NY",-73.9774703,40.7572643
"3131",3351,5035,5035,"RISOTTERIA MELOTTI","309","EAST 5 STREET",10003,"Italian","309, EAST 5 STREET, New York, NY",-73.9882599,40.7267948
"3132",3352,5036,5036,"SIENA CAFE","1580","3RD AVE",10128,"Italian","1580, 3RD AVE, New York, NY",-73.9529963,40.7807159
"3133",3353,5037,5037,"EPISTROPHY CAFE","200","MOTT STREET",10012,"Italian","200, MOTT STREET, New York, NY",-73.995468,40.7212141
"3134",3354,5038,5038,"SASHIMI EXPRESS","354","E 78TH ST",10075,"Japanese","354, E 78TH ST, New York, NY",-73.9538229,40.7716911
"3135",3355,5039,5039,"LITTLE ATLAS CAFE","6","WEST    4 STREET",10012,"Others","6, WEST    4 STREET, New York, NY",-74.0022452,40.7329824
"3136",3356,5040,5040,"STARBUCKS COFFEE #28171","375","PEARL ST",10038,"American","375, PEARL ST, New York, NY",-74.0014132,40.7109534
"3137",3357,5041,5041,"VS BERRY","577","ISHAM ST",10034,"American","577, ISHAM ST, New York, NY",-73.9195743,40.868438
"3138",3358,5042,5042,"BLUE RIBBON SUSHI IZAKAYA","187","ORCHARD STREET",10002,"Japanese","187, ORCHARD STREET, New York, NY",-73.988438,40.722135
"3139",3359,5043,5043,"PAPATZUL","55","GRAND STREET",10013,"Others","55, GRAND STREET, New York, NY",-74.0036742,40.7221555
"3140",3360,5044,5044,"LATIN BITES","419","E 70TH ST",10021,"Others","419, E 70TH ST, New York, NY",-73.9556591,40.7661718
"3141",3361,5045,5045,"PARK ITALIAN GOURMET","60","WEST   45 STREET",10036,"Italian","60, WEST   45 STREET, New York, NY",-73.9819584,40.7562132
"3142",3362,5047,5047,"PIERRE LOTI MIDTOWN","30012","EAST   52 STREET",10022,"Others","30012, EAST   52 STREET, New York, NY",-73.9698388,40.7570792
"3143",3363,5048,5048,"CHEZ NAPOLEAN","365","WEST   50 STREET",10019,"Others","365, WEST   50 STREET, New York, NY",-73.9883256,40.7634489
"3144",3364,5050,5050,"MCDONALD'S","404","EAST   14 STREET",10009,"Others","404, EAST   14 STREET, New York, NY",-73.9823654,40.7309045
"3145",3365,5051,5051,"LEFTFIELD","87","LUDLOW STREET",10002,"American","87, LUDLOW STREET, New York, NY",-73.9895454,40.7183658
"3146",3366,5052,5052,"STAGE DOOR DELI","26","VESEY STREET",10007,"Others","26, VESEY STREET, New York, NY",-74.0096996,40.7121084
"3147",3367,5053,5053,"PIZZA STOP","531","LENOX AVENUE",10037,"Others","531, LENOX AVENUE, New York, NY",-73.9403924,40.8153471
