LOCATION,SHELTER_ID,the_geom,AT_BETWEEN,LONGITUDE,LATITUDE
JAMAICA AV,QN04662,POINT (-73.787697 40.70755),172 ST,-73.787697,40.70755
101 AV,QN04663,POINT (-73.851788 40.682706),88 ST,-73.851788,40.682706
51 ST,QN04664,POINT (-73.908075 40.75673),31 AV,-73.908075,40.75673
BEACH CHANNEL DR,QN04665,POINT (-73.775375 40.595618),BEACH 44 ST,-73.775375,40.595618
41 AV,QN04666,POINT (-73.814303 40.76257),150 ST,-73.814303,40.76257
GUY BREWER BLVD,QN04667,POINT (-73.779383 40.678048),BAISLEY BLVD,-73.779383,40.678048
47 AV,QN04668,POINT (-73.781 40.753318),FRANCIS LEWIS BLVD,-73.781,40.753318
21 ST,QN04669,POINT (-73.926286 40.771989),ASTORIA BLVD (27 AV),-73.926286,40.771989
BURNS ST,QN04670,POINT (-73.853159 40.721957),YELLOWSTONE BLVD,-73.853159,40.721957
MYRTLE AV,QN04671,POINT (-73.874996 40.702347),73 PL,-73.874996,40.702347
CROSS BAY BLVD,QN04672,POINT (-73.844838 40.679958),LIBERTY AV,-73.844838,40.679958
SUTPHIN BLVD,QN04673,POINT (-73.802263 40.694754),SOUTH RD,-73.802263,40.694754
164 ST,QN04674,POINT (-73.803578 40.717109),82 RD,-73.803578,40.717109
164 ST,QN04675,POINT (-73.803485 40.718106),82 RD,-73.803485,40.718106
FRANCIS LEWIS BLVD,QN04676,POINT (-73.759724 40.721205),HILLSIDE AV,-73.759724,40.721205
ROCKAWAY BLVD,QN04677,POINT (-73.774441 40.66048700000001),147 AV,-73.774441,40.660487
UNION TURNPIKE,QN04678,POINT (-73.726739 40.740931),CROSS ISLAND PKWY,-73.726739,40.740931
FRANCIS LEWIS BLVD,QN04679,POINT (-73.775331 40.742902),HORACE HARDING EXPWY,-73.775331,40.742902
MERRICK BLVD,QN04681,POINT (-73.755887 40.679924),PINEVILLE LANE,-73.755887,40.679924
HOYT AV NORTH,QN04682,POINT (-73.917436 40.771078),31 ST,-73.917436,40.771078
UTOPIA PKWY,QN04684,POINT (-73.793593 40.779008),21 AV,-73.793593,40.779008
KISSENA BLVD,QN04685,POINT (-73.814864 40.730711),71 AV,-73.814864,40.730711
DITMARS BLVD,QN04686,POINT (-73.90017 40.768595),49 ST,-73.90017,40.768595
ATLANTIC AV,QN04687,POINT (-73.842412 40.689833),102 ST,-73.842412,40.689833
ATLANTIC AV,QN04688,POINT (-73.841184 40.690177),104 ST,-73.841184,40.690177
40 AV,QN04689,POINT (-73.942531 40.755811),12 ST,-73.942531,40.755811
108 ST,QN04690,POINT (-73.847399 40.728869),67 AV,-73.847399,40.728869
NORTHERN BLVD,QN04691,POINT (-73.874821 40.756555),93 ST,-73.874821,40.756555
DECATUR ST,QN04692,POINT (-73.895998 40.700529),MYRTLE AV,-73.895998,40.700529
UNION ST,QN04693,POINT (-73.827803 40.765179),35 AV,-73.827803,40.765179
LINDEN BLVD,QN04694,POINT (-73.856583 40.670093),79 ST,-73.856583,40.670093
21 ST,QN04695,POINT (-73.926536 40.771289),28 AV,-73.926536,40.771289
FRESH POND RD,QN04696,POINT (-73.896779 40.706398),PUTNAM AV,-73.896779,40.706398
GRAND AV,QN04697,POINT (-73.921093 40.716812000000004),47 ST,-73.921093,40.716812
ELIOT AV,QN04698,POINT (-73.885776 40.721863),74 ST,-73.885776,40.721863
108 ST,QN04699,POINT (-73.850962 40.735338),62 DR,-73.850962,40.735338
QUEENS BLVD,QN04700,POINT (-73.839982 40.719962),72 DR,-73.839982,40.719962
GRAND AV,QN04701,POINT (-73.915362 40.718414),54 ST,-73.915362,40.718414
UNION TURNPIKE,QN04702,POINT (-73.795514 40.724394),173 ST,-73.795514,40.724394
FARMERS BLVD,QN04703,POINT (-73.768286 40.664294),145 DR,-73.768286,40.664294
ARCHER AV,QN04704,POINT (-73.801679 40.702127000000004),153 ST,-73.801679,40.702127
ARCHER AV,QN04705,POINT (-73.80158700000001 40.702153),153 ST,-73.801587,40.702153
HILLSIDE AV,QN04706,POINT (-73.731153 40.732563),235 CT,-73.731153,40.732563
GUY BREWER BLVD,QN04708,POINT (-73.78515 40.688089000000005),115 AV,-73.78515,40.688089
JAMAICA AV,QN04709,POINT (-73.794778 40.705588),165 ST,-73.794778,40.705588
UTOPIA PKWY,QN04711,POINT (-73.790548 40.723116),80 DR,-73.790548,40.723116
165 AV,QN04712,POINT (-73.834159 40.649533),96 ST,-73.834159,40.649533
HEMPSTEAD AV,QN04713,POINT (-73.730944 40.711954),225 ST,-73.730944,40.711954
27 AV,QN04714,POINT (-73.932961 40.774477000000005),4 ST,-73.932961,40.774477
ULMER ST,QN04715,POINT (-73.838743 40.776156),25 AV,-73.838743,40.776156
FRANCIS LEWIS BLVD,QN04716,POINT (-73.762756 40.723775),86 RD,-73.762756,40.723775
NORTHERN BLVD,QN04717,POINT (-73.918609 40.75382),44 ST,-73.918609,40.75382
YELLOWSTONE BLVD,QN04718,POINT (-73.851526 40.731929),64 RD,-73.851526,40.731929
GUY BREWER BLVD,QN04719,POINT (-73.784267 40.686184000000004),116 AV,-73.784267,40.686184
23 AV,QN04721,POINT (-73.88237 40.767267),87 ST,-73.88237,40.767267
UNION TURNPIKE,QN04722,POINT (-73.717379 40.744288),LITTLE NECK PKWY,-73.717379,40.744288
UNION TURNPIKE,QN04723,POINT (-73.717419 40.744265),LITTLE NECK PKWY,-73.717419,40.744265
LEFFERTS BLVD,QN04724,POINT (-73.825832 40.689825),101 AV,-73.825832,40.689825
MYRTLE AV,QN04725,POINT (-73.89077 40.701174),65 ST,-73.89077,40.701174
MYRTLE AV,QN04726,POINT (-73.876248 40.702373),73 ST,-73.876248,40.702373
METROPOLITAN AV,QN04727,POINT (-73.844412 40.709494),75 AV,-73.844412,40.709494
GRAND AV,QN04728,POINT (-73.880269 40.735729),VAN HORN ST,-73.880269,40.735729
PARSONS BLVD,QN04729,POINT (-73.802722 40.707373),HILLSIDE AV,-73.802722,40.707373
FRESH POND RD,QN04730,POINT (-73.895701 40.704213),CATALPA AV,-73.895701,40.704213
GUY BREWER BLVD,QN04731,POINT (-73.785775 40.688749),LINDEN BLVD,-73.785775,40.688749
ULMER ST,QN04732,POINT (-73.838993 40.776084),25 AV,-73.838993,40.776084
QUEENS BLVD,QN04733,POINT (-73.825563 40.712234),HOOVER AV,-73.825563,40.712234
YELLOWSTONE BLVD,QN04734,POINT (-73.854106 40.72169),CLYDE ST,-73.854106,40.72169
JAMAICA AV,QN04735,POINT (-73.808659 40.701874),146 ST,-73.808659,40.701874
20 AV,QN04736,POINT (-73.835725 40.78177),132 ST,-73.835725,40.78177
MERRICK BLVD,QN04737,POINT (-73.757267 40.679666),MONTAUK ST,-73.757267,40.679666
HILLSIDE AV,QN04739,POINT (-73.759865 40.720964),FRANCIS LEWIS BLVD,-73.759865,40.720964
HOYT AV NORTH,QN04742,POINT (-73.917463 40.771101),31 ST,-73.917463,40.771101
ARCHER AV,QN04745,POINT (-73.79178 40.704701),168 ST,-73.79178,40.704701
NORTHERN BLVD,QN04746,POINT (-73.896883 40.754459),70 ST,-73.896883,40.754459
MAIN ST,QN04747,POINT (-73.818974 40.711163),139 ST,-73.818974,40.711163
21 ST,QN04748,POINT (-73.918711 40.778796),23 AV,-73.918711,40.778796
20 AV,QN04749,POINT (-73.832433 40.781529),132 ST (PETRACCA PL),-73.832433,40.781529
GREENPOINT AV,QN04750,POINT (-73.92956100000002 40.737613),HUNTERS PT AV,-73.929561,40.737613
21 ST,QN04751,POINT (-73.918531 40.779184),22 DR,-73.918531,40.779184
48 AV,QN04752,POINT (-73.931329 40.740759),34 ST,-73.931329,40.740759
65 PL,QN04753,POINT (-73.900049 40.731256),53 AV,-73.900049,40.731256
SPRINGFIELD BLVD,QN04755,POINT (-73.745104 40.730348),HILLSIDE AV,-73.745104,40.730348
111 ST,QN04756,POINT (-73.83792 40.698581),86 AV,-73.83792,40.698581
31 AV,QN04757,POINT (-73.89234 40.758644),75 ST,-73.89234,40.758644
FRESH POND RD,QN04758,POINT (-73.898502 40.709262),GATES AV,-73.898502,40.709262
20 AV,QN04759,POINT (-73.832589 40.781771),TARGET ENT ( 132 ST),-73.832589,40.781771
MERRICK BLVD,QN04760,POINT (-73.76997 40.683745),BAISLEY BLVD,-73.76997,40.683745
20 AV,QN04761,POINT (-73.834869 40.781533),132 ST (OPP WALDBAUM'S ENT),-73.834869,40.781533
15 AV,QN04762,POINT (-73.852837 40.783896),114 ST,-73.852837,40.783896
HILLSIDE AV,QN04763,POINT (-73.75992 40.720677),205 ST,-73.75992,40.720677
57 AV,QN04765,POINT (-73.862672 40.737666),98 ST,-73.862672,40.737666
HORACE HARDING EXPWY,QN04766,POINT (-73.837245 40.742398),COLLEGE PT BLVD,-73.837245,40.742398
NORTHERN BLVD,QN04768,POINT (-73.76882 40.760206),BELL BLVD,-73.76882,40.760206
MAIN ST,QN04769,POINT (-73.818929 40.709924),MANTON ST,-73.818929,40.709924
211 ST,QN04770,POINT (-73.781603 40.781889),18 AV,-73.781603,40.781889
UNION TURNPIKE,QN04771,POINT (-73.854832 40.70656),TROTTING COURSE LANE,-73.854832,40.70656
STEINWAY ST,QN04773,POINT (-73.906387 40.772689),DITMARS BLVD,-73.906387,40.772689
HILLSIDE AV,QN04776,POINT (-73.740973 40.732309),229 ST,-73.740973,40.732309
LITTLE NECK PKWY,QN04777,POINT (-73.720865 40.751769),260 ST,-73.720865,40.751769
QUEENS BLVD,QN04779,POINT (-73.829739 40.713588),80 RD,-73.829739,40.713588
23 AV,QN04780,POINT (-73.87357 40.76829),97 ST,-73.87357,40.76829
29 AV,QN04781,POINT (-73.801905 40.77121),163 ST,-73.801905,40.77121
KISSENA BLVD,QN04783,POINT (-73.821781 40.752897),ELDER AV,-73.821781,40.752897
QUEENS BLVD,QN04784,POINT (-73.916519 40.743162),48 ST,-73.916519,40.743162
ROCKAWAY BLVD,QN04785,POINT (-73.7959 40.673757),143 ST,-73.7959,40.673757
143 ST,QN04786,POINT (-73.795791 40.673534),ROCKAWAY BLVD,-73.795791,40.673534
VAN WYCK EXPWY SRV RD,QN04787,POINT (-73.816221 40.701112),89 AV,-73.816221,40.701112
HOFFMAN DR,QN04788,POINT (-73.871062 40.733132),WOODHAVEN BLVD,-73.871062,40.733132
NORTHERN BLVD,QN04789,POINT (-73.789741 40.757949),192 ST,-73.789741,40.757949
HORACE HARDING EXPWY,QN0479,POINT (-73.795335 40.73815),64 AV,-73.795335,40.73815
FRANCIS LEWIS BLVD,QN04790,POINT (-73.751221 40.707005),HOLLIS AV,-73.751221,40.707005
90 ST,QN04791,POINT (-73.878321 40.758081),32 AV,-73.878321,40.758081
ROCKAWAY BLVD,QN04792,POINT (-73.7961 40.673995),143 ST,-73.7961,40.673995
ATLANTIC AV,QN04793,POINT (-73.831814 40.692842),114 ST,-73.831814,40.692842
48 ST,QN04794,POINT (-73.916871 40.743326),QUEENS BLVD,-73.916871,40.743326
JAMAICA AV,QN04795,POINT (-73.828982 40.70029),121 ST,-73.828982,40.70029
WOODHAVEN BLVD,QN04796,POINT (-73.864916 40.719979),65 RD,-73.864916,40.719979
HORACE HARDING EXPWY,QN04797,POINT (-73.732473 40.760808),MARATHON PKWY,-73.732473,40.760808
ATLANTIC AV,QN04798,POINT (-73.823452 40.695021000000004),124 ST,-73.823452,40.695021
HOLLIS AV,QN04799,POINT (-73.739022 40.711274),217 LANE,-73.739022,40.711274
63 RD,QN04800,POINT (-73.854293 40.732905),102 ST,-73.854293,40.732905
VAN DAM ST,QN04801,POINT (-73.933732 40.743199),47 AV,-73.933732,40.743199
164 ST,QN04802,POINT (-73.804678 40.724691),77 AV,-73.804678,40.724691
JAMAICA AV,QN04803,POINT (-73.748898 40.715359),HOLLIS CT BLVD,-73.748898,40.715359
THOMPSON AV,QN04804,POINT (-73.935662 40.744886),31 PL,-73.935662,40.744886
HORACE HARDING EXPWY,QN04807,POINT (-73.804397 40.738759),164 ST,-73.804397,40.738759
BROADWAY,QN04815,POINT (-73.919249 40.75917900000001),STEINWAY ST,-73.919249,40.759179
HILLSIDE AV,QN04818,POINT (-73.759576 40.720831),FRANCIS LEWIS BLVD,-73.759576,40.720831
LIBERTY AV,QN04821,POINT (-73.819201 40.688246),125 ST,-73.819201,40.688246
HOLLIS AV,QN04823,POINT (-73.747203 40.708999),211 ST,-73.747203,40.708999
8 ST,QN04824,POINT (-73.932673 40.77292),ASTORIA BLVD,-73.932673,40.77292
NORTHERN BLVD,QN04840,POINT (-73.799715 40.759632),167 ST,-73.799715,40.759632
SANFORD AV,QN04845,POINT (-73.814783 40.760379),149 ST,-73.814783,40.760379
101 AV,QN04847,POINT (-73.824257 40.690527),121 ST,-73.824257,40.690527
HILLSIDE AV,QN04848,POINT (-73.79625400000002 40.709689),166 ST,-73.796254,40.709689
ROCKAWAY BLVD,QN04849,POINT (-73.800474 40.674387),140 ST,-73.800474,40.674387
164 ST,QN0485,POINT (-73.804935 40.736526000000005),65 AV,-73.804935,40.736526
COLLEGE PT BLVD,QN04850,POINT (-73.833794 40.747803),VAN WYCK EXPWY,-73.833794,40.747803
SPRINGFIELD BLVD,QN04851,POINT (-73.740259 40.703678),MURDOCK AV,-73.740259,40.703678
GRAND AV,QN04854,POINT (-73.921311 40.716951),47 ST,-73.921311,40.716951
237 ST,QN04855,POINT (-73.730233 40.680119),129 AV,-73.730233,40.680119
MAIN ST,QN04856,POINT (-73.824901 40.737169),CUNY LAW SCHOOL,-73.824901,40.737169
UTOPIA PKWY,QN0486,POINT (-73.791952 40.725947),UNION TURNPIKE,-73.791952,40.725947
82 ST,QN04861,POINT (-73.885389 40.75527),NORTHERN BLVD,-73.885389,40.75527
VAN DAM ST,QN04864,POINT (-73.9375 40.73517),REVIEW AV,-73.9375,40.73517
63 RD,QN04867,POINT (-73.858364 40.732164),98 PL,-73.858364,40.732164
108 ST,QN04868,POINT (-73.844163 40.72258),70 RD,-73.844163,40.72258
MERRICK BLVD,QN04873,POINT (-73.788629 40.699766),107 AV,-73.788629,40.699766
MERRICK BLVD,QN04874,POINT (-73.788096 40.699633),107 AV,-73.788096,40.699633
49 AV,QN04875,POINT (-73.944831 40.74159000000001),25 ST,-73.944831,40.74159
39 AV,QN04877,POINT (-73.827211 40.760949),UNION ST,-73.827211,40.760949
39 AV,QN04879,POINT (-73.827784 40.760819),UNION ST,-73.827784,40.760819
SANFORD AV,QN04888,POINT (-73.801672 40.759993),165 ST,-73.801672,40.759993
157 AV,QN04889,POINT (-73.848892 40.661429),84 ST,-73.848892,40.661429
STEINWAY ST,QN04890,POINT (-73.914748 40.764051),30 AV,-73.914748,40.764051
BELL BLVD,QN04892,POINT (-73.7731 40.767862),36 AV,-73.7731,40.767862
MAIN ST,QN04897,POINT (-73.825648 40.742895000000004),HORACE HARDING EXPWY,-73.825648,40.742895
GRAND AV,QN04899,POINT (-73.90807 40.720463),59 ST,-73.90807,40.720463
UNION TURNPIKE,QN0490,POINT (-73.793849 40.724969),175 ST,-73.793849,40.724969
NORTHERN BLVD,QN04900,POINT (-73.758673 40.761847),223 ST,-73.758673,40.761847
CROSS BAY BLVD,QN04901,POINT (-73.843057 40.672776),PITKIN AV,-73.843057,40.672776
21 ST,QN04903,POINT (-73.928734 40.768496),30 DR,-73.928734,40.768496
UNION TURNPIKE,QN04904,POINT (-73.828912 40.714555),QUEENS BLVD,-73.828912,40.714555
235 ST,QN04905,POINT (-73.727464 40.690497),LINDEN BLVD,-73.727464,40.690497
UNION TURNPIKE,QN04906,POINT (-73.73669100000001 40.738035),235 ST,-73.736691,40.738035
73 AV,QN04908,POINT (-73.757881 40.740879),BELL BLVD,-73.757881,40.740879
150 ST,QN04909,POINT (-73.815098 40.765565),NORTHERN BLVD,-73.815098,40.765565
UNION TURNPIKE,QN0491,POINT (-73.777939 40.73021),193 ST,-73.777939,40.73021
QUEENS BLVD,QN04910,POINT (-73.864812 40.731288),62 DR,-73.864812,40.731288
QUEENS BLVD,QN04913,POINT (-73.849852 40.724061),68 DR,-73.849852,40.724061
SPRINGFIELD BLVD,QN04918,POINT (-73.75702 40.749835),HORACE HARDING EXPWY,-73.75702,40.749835
SPRINGFIELD BLVD,QN04919,POINT (-73.757212 40.749742),HORACE HARDING EXPWY,-73.757212,40.749742
SANFORD AV,QN04920,POINT (-73.822846 40.758198),BOWNE ST,-73.822846,40.758198
UNION TURNPIKE,QN04921,POINT (-73.808808 40.72010300000001),PARSONS BLVD,-73.808808,40.720103
CROSS BAY BLVD,QN04922,POINT (-73.840608 40.663023),157 AV,-73.840608,40.663023
HILLSIDE AV,QN04923,POINT (-73.788776 40.711946),173 ST,-73.788776,40.711946
SPRINGFIELD BLVD,QN04924,POINT (-73.75662 40.67125),141 AV,-73.75662,40.67125
LINDEN PL,QN04925,POINT (-73.830721 40.764989),35 AV,-73.830721,40.764989
58 ST,QN04927,POINT (-73.906357 40.745873),WOODSIDE AV,-73.906357,40.745873
HOFFMAN DR,QN04928,POINT (-73.87111 40.733131),WOODHAVEN BLVD,-73.87111,40.733131
HOFFMAN DR,QN04929,POINT (-73.871599 40.733166),WOODHAVEN BLVD,-73.871599,40.733166
HOFFMAN DR,QN04930,POINT (-73.871892 40.733177),WOODHAVEN BLVD,-73.871892,40.733177
BEACH CHANNEL DR,QN04931,POINT (-73.80004 40.591838),BEACH 71 ST,-73.80004,40.591838
WOODHAVEN BLVD,QN04932,POINT (-73.844838 40.680445),LIBERTY AV,-73.844838,40.680445
GRAND AV,QN04933,POINT (-73.89872100000001 40.724236),HAMILTON PL,-73.898721,40.724236
SUNRISE HWY,QN04934,POINT (-73.736443 40.665697),FRANCIS LEWIS BLVD,-73.736443,40.665697
ROCKAWAY BLVD,QN04935,POINT (-73.78759 40.67281),150 ST,-73.78759,40.67281
HOYT AV,QN04936,POINT (-73.917448 40.770082),31 ST,-73.917448,40.770082
FRESH POND RD,QN04937,POINT (-73.899392 40.71058),GROVE ST,-73.899392,40.71058
COLLEGE PT BLVD,QN04938,POINT (-73.846798 40.774646),26 AV,-73.846798,40.774646
FARMERS BLVD,QN04939,POINT (-73.761798 40.679448),MERRICK BLVD,-73.761798,40.679448
MERRICK BLVD,QN04940,POINT (-73.773394 40.685825),119 AV,-73.773394,40.685825
FRANCIS LEWIS BLVD,QN04941,POINT (-73.803214 40.781593),160 ST,-73.803214,40.781593
MYRTLE AV,QN04942,POINT (-73.871013 40.702806),79 ST,-73.871013,40.702806
35 AV,QN04943,POINT (-73.932189 40.759769),CRESCENT ST,-73.932189,40.759769
35 AV,QN04944,POINT (-73.933202 40.760433),24 ST,-73.933202,40.760433
JACKSON AV,QN04946,POINT (-73.943323 40.746611),THOMPSON AV,-73.943323,40.746611
SUNRISE HWY,QN04948,POINT (-73.734096 40.665715),Viaduct (Francis Lewis Blvd),-73.734096,40.665715
243 ST,QN04949,POINT (-73.740051 40.659545),145 AV,-73.740051,40.659545
COLLEGE PT BLVD,QN04950,POINT (-73.845645 40.772903),123 ST,-73.845645,40.772903
HILLSIDE AV,QN04951,POINT (-73.74112 40.731682),88 AV,-73.74112,40.731682
QUEENS BLVD,QN04952,POINT (-73.926599 40.74383),38 ST,-73.926599,40.74383
46 AV,QN04953,POINT (-73.805081 40.753714),162 ST,-73.805081,40.753714
PARSONS BLVD,QN04954,POINT (-73.82204 40.782104000000004),20 AV,-73.82204,40.782104
UNION TURNPIKE,QN04955,POINT (-73.739747 40.73737),GRAND CENTRAL PKWY,-73.739747,40.73737
21 ST,QN04956,POINT (-73.932585 40.764449),33 AV,-73.932585,40.764449
CROSS BAY BLVD,QN04958,POINT (-73.840848 40.662205),157 AV,-73.840848,40.662205
84 ST,QN04959,POINT (-73.849767 40.664497),155 AV,-73.849767,40.664497
METROPOLITAN AV,QN04960,POINT (-73.91258 40.713231),GRANDVIEW AV,-73.91258,40.713231
NORTHERN BLVD,QN04961,POINT (-73.787946 40.757999),194 ST,-73.787946,40.757999
HILLSIDE AV,QN04963,POINT (-73.7649 40.71878),198 ST,-73.7649,40.71878
157 AV,QN04964,POINT (-73.841258 40.662527000000004),CROSSBAY  BLVD,-73.841258,40.662527
KISSENA BLVD,QN04965,POINT (-73.815012 40.739671),HORACE HARDING EXPWY,-73.815012,40.739671
28 RD,QN04966,POINT (-73.829145 40.772138000000005),139 ST,-73.829145,40.772138
MYRTLE AV,QN04967,POINT (-73.86991 40.70275),79 Pl,-73.86991,40.70275
STEINWAY ST,QN04968,POINT (-73.915278 40.763688),30 AV,-73.915278,40.763688
ASTORIA BLVD,QN04969,POINT (-73.910543 40.769544),STEINWAT ST,-73.910543,40.769544
JUNCTION BLVD,QN04971,POINT (-73.871842 40.753639),35 AV,-73.871842,40.753639
28 AV,QN04972,POINT (-73.827544 40.773005000000005),141 ST,-73.827544,40.773005
ROCKAWAY BEACH BLVD,QN04973,POINT (-73.82324300000002 40.583713),BEACH 102 ST,-73.823243,40.583713
QUEENS PLZ SOUTH,QN04974,POINT (-73.93862000000001 40.7496),28 ST,-73.93862,40.7496
MAIN ST,QN04975,POINT (-73.825167 40.733847),MELBOURNE AV,-73.825167,40.733847
HORACE HARDING EXPWY,QN04976,POINT (-73.825893 40.74281),MAIN ST,-73.825893,40.74281
LIBERTY AV,QN04977,POINT (-73.807118 40.694193),ALLENDALE ST,-73.807118,40.694193
ELIOT AV,QN04978,POINT (-73.885559 40.722154),74 ST,-73.885559,40.722154
ROCKAWAY BEACH BLVD,QN04979,POINT (-73.80534 40.5881),BEACH 79 ST,-73.80534,40.5881
JACKSON AV,QN04980,POINT (-73.938591 40.748595),QUEENS PLAZA SOUTH,-73.938591,40.748595
FARMERS BLVD,QN04981,POINT (-73.76309 40.699278),113 AV,-73.76309,40.699278
7 AV,QN04982,POINT (-73.845195 40.79077),COLLEGE POINT BLVD,-73.845195,40.79077
JUNCTION BLVD,QN04983,POINT (-73.87078 40.75126),37 AV,-73.87078,40.75126
21 ST,QN04984,POINT (-73.93017100000002 40.767117),31 AV,-73.930171,40.767117
NORTHERN BLVD,QN04985,POINT (-73.89314 40.754859),74 ST,-73.89314,40.754859
80 ST,QN04986,POINT (-73.879267 40.725254),ELIOT AV,-73.879267,40.725254
GRAND AV,QN04987,POINT (-73.901911 40.72265),64 ST,-73.901911,40.72265
Springfield Blvd,QN04988,POINT (-73.74504 40.69267),119 Av,-73.74504,40.69267
DITMARS BLVD,QN04989,POINT (-73.88812 40.76765),82 ST,-73.88812,40.76765
Flushing Av,QN04990,POINT (-73.90422 40.72087),61 St,-73.90422,40.72087
Flushing Av,QN04991,POINT (-73.90186 40.72249),64 St,-73.90186,40.72249
Horace Harding Expwy,QN04992,POINT (-73.857208 40.73651),Otis Av,-73.857208,40.73651
27 Av,QN04993,POINT (-73.934803 40.77508100000001),2 St,-73.934803,40.775081
21 St,QN04994,POINT (-73.914889 40.782179),21 Av,-73.914889,40.782179
Grand Av,QN04995,POINT (-73.918524 40.717722),Page Pl,-73.918524,40.717722
Farmers Blvd,QN04996,POINT (-73.761534 40.695456),115 Rd,-73.761534,40.695456
8 St,QN04997,POINT (-73.93208 40.77395),27 Av,-73.93208,40.77395
108 St,QN04998,POINT (-73.861297 40.760023),32 Av,-73.861297,40.760023
Bedell St,QN04999,POINT (-73.773218 40.679691),127 Av,-73.773218,40.679691
Main St,QN05000,POINT (-73.817146 40.718029),Union Turnpike,-73.817146,40.718029
Greenpoint Av,QN05001,POINT (-73.932556 40.736534),Gale Av,-73.932556,40.736534
Metropolitan Av,QN05002,POINT (-73.884059 40.712194),71 St,-73.884059,40.712194
18 Av,QN05003,POINT (-73.779838 40.782972),212 St,-73.779838,40.782972
Sanford Av,QN05004,POINT (-73.816957 40.75979),147 St,-73.816957,40.75979
Merrick Blvd,QN05005,POINT (-73.752682 40.680177),Springfield Blvd,-73.752682,40.680177
WOODHAVEN BLVD,QN05012,POINT (-73.852686 40.696042),@ 85TH RD,-73.852686,40.696042
UNION TURNPIKE,QN0502,POINT (-73.804842 40.721234),164 ST,-73.804842,40.721234
JEWEL AV,QN0504,POINT (-73.823833 40.729993),MAIN ST,-73.823833,40.729993
LEFFERTS BLVD,QN0509,POINT (-73.83087100000002 40.699705),JAMAICA AV,-73.830871,40.699705
PARK LANE SOUTH,QN0513,POINT (-73.83715400000001 40.708135),METROPOLITAN AV,-73.837154,40.708135
111 ST,QN0515,POINT (-73.836977 40.696688),JAMAICA AV,-73.836977,40.696688
111 ST,QN0516,POINT (-73.837179 40.696526),JAMAICA AV,-73.837179,40.696526
111 ST,QN0517,POINT (-73.834612 40.691946),ATLANTIC AV,-73.834612,40.691946
MYRTLE AV,QN0528,POINT (-73.832381 40.700144),HILLSIDE AV,-73.832381,40.700144
ATLANTIC AV,QN0534,POINT (-73.827572 40.694013),LEFFERTS BLVD,-73.827572,40.694013
101 AV,QN0538,POINT (-73.8456 40.6843),WOODHAVEN BLVD,-73.8456,40.6843
101 AV,QN0539,POINT (-73.847136 40.684025),94 ST,-73.847136,40.684025
101 AV,QN0541,POINT (-73.82563400000001 40.689964),LEFFERTS BLVD,-73.825634,40.689964
JAMAICA AV,QN0550,POINT (-73.852929 40.693458),WOODHAVEN BLVD,-73.852929,40.693458
JAMAICA AV,QN0553,POINT (-73.838195 40.696271),110 ST,-73.838195,40.696271
101 AV,QN0563,POINT (-73.826301 40.689945),LEFFERTS BLVD,-73.826301,40.689945
101 AV,QN0564,POINT (-73.83317000000001 40.687995),111 ST,-73.83317,40.687995
JAMAICA AV,QN0578,POINT (-73.835156 40.698176),114 ST,-73.835156,40.698176
ATLANTIC AV,QN0585,POINT (-73.85365 40.686633),88 ST,-73.85365,40.686633
CROSS BAY BLVD,QN0591,POINT (-73.844311 40.680174),LIBERTY Av,-73.844311,40.680174
ROCKAWAY BLVD,QN0592,POINT (-73.84214300000001 40.68023),97 ST,-73.842143,40.68023
LIBERTY AV,QN0594,POINT (-73.82209 40.686963),121 ST & 122 ST,-73.82209,40.686963
LEFFERTS BLVD,QN0600,POINT (-73.821309 40.68019),111 AV,-73.821309,40.68019
LEFFERTS BLVD,QN0605,POINT (-73.824221 40.686547),LIBERTY AV,-73.824221,40.686547
111 ST,QN0606,POINT (-73.83109200000001 40.684463),LIBERTY AV,-73.831092,40.684463
NORTHERN BLVD,QN0632,POINT (-73.769136 40.76039200000001),BELL BLVD,-73.769136,40.760392
